nr;Band;spelling;randomisation;selection;Etymology;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
86;3;tegenvaller;0,794789282;2;;11;-0,1;0;0;-0,1;321;0,998977549;3,083632175;0,996884735;1,911666349;W;W;W;W;2350;0,85;3,371067862;-0,070581074
93;3;typisch;0,827600856;2;;7;-0,4;0;0;-0,4;319;0,999193498;3,153544857;0,996865204;1,911377291;W;W;W;W;21800;12,55;4,338456494;1,098643726
111;3;plechtigheid;0,843062143;2;;12;-0,6;0;0;0,4;321;0,998977549;3,083632175;0,996884735;1,911666349;W;W;W;W;4800;1,9;3,681241237;0,278753601
101;3;automatisch;0,919072823;2;;11;-0,4;0;0;-0,4;346;0,998982061;3,084947813;0,997109827;1,915009207;W;W;W;W;16500;7,32;4,217483944;0,864511081
97;3;dak;0,93452886;2;;3;-0,4;0;0;-0,3;358;0,998950546;3,075867951;0,997206704;1,916454554;W;W;W;W;25600;54,84;4,408239965;1,739097446
96;3;gehoorzaam;0,972041451;2;;10;-0,4;0;0;-0,4;344;0,99910437;3,122822083;0,997093023;1,914758919;W;W;W;W;4010;5,1;3,603144373;0,707570176
136;4;opbrengst;0,071242625;2;;9;-0,1;0;0;-0,1;335;0,998673592;3,005342879;0,997014925;1,91359721;W;W;W;W;13100;3,34;4,117271296;0,523746467
131;4;ongeldig;0,085209831;2;;8;0,3;0;0;0,3;335;0,998673592;3,005342879;0,997014925;1,91359721;W;W;W;W;1810;1,67;3,257678575;0,222716471
141;4;inspecteren;0,105735286;2;;11;-0,4;0;0;0,4;351;0,998742667;3,021570994;0,997150997;1,915622956;W;W;W;W;2940;2,93;3,46834733;0,46686762
144;4;aanvraag;0,128939311;2;;8;-0,4;0;0;-0,5;339;0,998622701;2,993873821;0,997050147;1,914120821;W;W;W;W;10200;5,05;4,008600172;0,703291378
148;4;lopen;0,20862246;2;;5;-0,4;0;0;0,4;318;0,998570882;2,982586806;0,996855346;1,911231459;W;W;W;W;96900;221,57;4,986323777;2,345510958
123;4;speerwerpen;0,267617258;2;;11;0;0;0;0;318;0,998570882;2,982586806;0,996855346;1,911231459;W;W;W;W;266;0,07;2,424881637;-1,15490196
157;4;opdracht;0,341449238;2;;8;0,3;0;1;-0,3;345;0,998557588;2,97975133;0,997101449;1,91488441;W;W;W;W;70200;48,05;4,846337112;1,681693392
132;4;paars;0,397884164;2;;5;0,3;0;0;-0,4;327;0,998532137;2,974389055;0,996941896;1,912513228;W;W;W;W;2950;3,98;3,469822016;0,599883072
149;4;aankijken;0,423304786;2;;9;-0,4;0;0;-0,5;346;0,998558372;2,979918023;0,997109827;1,915009207;W;W;W;W;5790;6,72;3,762678564;0,827369273
137;4;plakboek;0,455614537;2;;8;-0,1;0;0,9;0;352;0,998741622;3,021319507;0,997159091;1,915743699;W;W;W;W;2410;1,14;3,382017043;0,056904851
153;4;krachtsport;0,527692977;2;;11;-0,1;0;0,9;0,1;374;0,998560137;2,9802933;0,997326203;1,918242939;W;W;W;W;2020;;3,305351369;
151;4;opgave;0,627775531;2;;6;-0,4;0;0;0,4;322;0,998535618;2,975117505;0,99689441;1,911809591;W;W;W;W;16800;1,17;4,225309282;0,068185862
129;4;gezinslid;0,655189623;2;;9;0,3;0;0;0,3;335;0,998591138;2,986953714;0,997014925;1,91359721;W;W;W;W;1970;0,16;3,294466226;-0,795880017
135;4;studio;0,699215048;2;;6;0;0;0;0;322;0,998535618;2,975117505;0,99689441;1,911809591;W;W;W;W;16500;17,08;4,217483944;1,232487866
150;4;opzet;0,745296856;2;;5;-0,4;0;0;-0,4;336;0,998546273;2,977356914;0,99702381;1,913729232;W;W;W;W;27400;15,8;4,437750563;1,198657087
139;4;vruchtensap;0,7879493;2;;11;0;0;0;0;322;0,998535618;2,975117505;0,99689441;1,911809591;W;W;W;W;1480;0,75;3,170261715;-0,124938737
142;4;nauwlettend;0,833980145;2;;11;-0,5;0;0;-0,5;326;0,998742042;3,021420725;0,996932515;1,912374152;W;W;W;W;3960;0,71;3,597695186;-0,148741651
122;4;redden;0,900698741;2;;6;0,3;0;0;-0,4;327;0,998532137;2,974389055;0,996941896;1,912513228;W;W;W;W;22000;172,79;4,342422681;2,237518605
134;4;verwennen;0,935629949;2;;9;-0,1;0;0;0,1;327;0,998532137;2,974389055;0,996941896;1,912513228;W;W;W;W;2930;3,54;3,46686762;0,549003262
121;4;hoofdkussen;0,99464295;2;;11;0;0;0;0;306;0,998504138;2,968586917;0,996732026;1,909410554;W;W;W;W;2400;0,27;3,380211242;-0,568636236
198;5;versleten;0,043382784;2;;9;-0,5;0;1;-0,5;345;0,998420261;2,951780121;0,997101449;1,91488441;W;W;W;W;9460;3,66;3,975891136;0,563481085
189;5;vriendin;0,1198843;2;;8;-0,1;0;1;0,1;347;0,998297227;2,928543025;0,997118156;1,915133313;W;W;W;W;29000;173,61;4,462397998;2,239574737
163;5;humor;0,19037303;2;;5;-0,4;0;0;-0,4;324;0,998429262;2,953544121;0,99691358;1,912093538;W;W;W;W;13900;19,6;4,1430148;1,292256071
167;5;geniaal;0,22647747;2;;7;0,3;0;0,8;0,3;335;0,998469566;2,96155813;0,997014925;1,91359721;W;W;W;W;3180;13,38;3,50242712;1,126456113
183;5;machinist;0,264355362;2;;9;-0,1;0;1;-0,2;335;0,998376226;2,943279729;0,997014925;1,91359721;W;W;W;W;3190;1,78;3,503790683;0,250420002
190;5;bubbelbad;0,288492071;2;;9;-0,1;0;1;0;340;0,998297036;2,928508242;0,997058824;1,914249879;W;W;W;W;1170;2,42;3,068185862;0,383815366
164;5;overhalen;0,304617605;2;;9;-0,4;0;0;0,4;311;0,998413619;2,950484223;0,996784566;1,910185567;W;W;W;W;4560;9,83;3,658964843;0,992553518
165;5;controleren;0,355060466;2;;11;-0,1;0;0;0,7;352;0,998264878;2,922687762;0,997159091;1,915743699;W;W;W;W;13200;37,34;4,120573931;1,572174314
173;5;hopen;0,424212805;2;;5;0,3;0;0;0;338;0,998292463;2,927674543;0,99704142;1,913991031;W;W;W;W;18600;41,46;4,269512944;1,617629298
200;5;stout;0,451615508;2;;5;-0,5;0;1;0,3;346;0,998389221;2,945766167;0,997109827;1,915009207;W;W;W;W;5150;10,02;3,711807229;1,000867722
171;5;wenskaart;0,520926957;2;;9;-0,4;0;0;-0,4;350;0,998317406;2,932247114;0,997142857;1,915501552;W;W;W;W;2870;0,16;3,457881897;-0,795880017
197;5;tijdperk;0,537271678;2;;8;0,3;0;1;-0,4;364;0,998426101;2,952923585;0,997252747;1,917142897;W;W;W;W;15200;8,67;4,181843588;0,938019097
166;5;opslagplaats;0,552606031;2;;12;-0,4;0;0;-0,4;343;0,998425562;2,952817884;0,997084548;1,914632725;W;W;W;W;1950;2,88;3,290034611;0,459392488
196;5;kunst;0,589118925;2;;5;-0,5;0;1;0,3;345;0,99845369;2,958378691;0,997101449;1,91488441;W;W;W;W;115000;37,09;5,06069784;1,569256833
181;5;woest;0,693444748;2;;5;-0,1;0;0,9;-0,2;335;0,998416292;2,951005151;0,997014925;1,91359721;W;W;W;W;7030;9,03;3,846955325;0,95568775
182;5;behandeling;0,73354946;2;;11;-0,1;0;1;-0,1;333;0,998400823;2,948001604;0,996996997;1,913330889;W;W;W;W;43500;19,94;4,638489257;1,299725154
179;5;zuiver;0,761737583;2;;6;0;0;0;0;339;0,998436849;2,955038423;0,997050147;1,914120821;W;W;W;W;17500;10,63;4,243038049;1,026533265
194;5;uitgestrekt;0,846466643;2;;11;-0,5;0;1;0,2;362;0,998399729;2,947790169;0,997237569;1,916915884;W;W;W;W;5160;0,96;3,712649702;-0,017728767
185;5;verjaardag;0,942190544;2;;10;-0,1;0;1;0;340;0,998345966;2,93755932;0,997058824;1,914249879;W;W;W;W;20000;51,54;4,301029996;1,712144414
186;5;koppeling;0,954610444;2;;9;-0,1;0;0,9;-0,2;364;0,998342374;2,936886642;0,997252747;1,917142897;W;W;W;W;5710;2,81;3,756636108;0,44870632
238;6;herberg;0,089715628;2;;7;-0,1;-0,6;-0,6;0,6;354;0,998132534;2,899722392;0,997175141;1,91598322;W;W;W;W;8210;3,66;3,914343157;0,563481085
240;6;veldslag;0,154456424;2;;8;-0,1;0;0,9;-0,1;350;0,998225659;2,915720546;0,997142857;1,915501552;W;W;W;W;4290;2,65;3,632457292;0,423245874
201;6;gratis;0,177704328;2;;6;-0,1;0;0,9;-0,1;335;0,998234683;2,917311134;0,997014925;1,91359721;W;W;W;W;22500;45,37;4,352182518;1,656768779
214;6;schreeuwen;0,186123399;2;;10;-0,1;0;0,9;0,1;333;0,998246557;2,919415306;0,996996997;1,913330889;W;W;W;W;11700;29,52;4,068185862;1,470116353
209;6;aanleiding;0,215353212;2;;10;0;0;0;0;340;0,9980523;2,886510368;0,997058824;1,914249879;W;W;W;W;64900;3,34;4,812244697;0,523746467
235;6;verdediger;0,217214989;2;;10;-0,4;0;1,1;-0,4;288;0,998249531;2,919944398;0,996527778;1,906408535;W;W;W;W;4040;2,86;3,606381365;0,456366033
231;6;rennen;0,370803888;2;;6;-0,6;-0,6;-0,6;0,3;372;0,998065093;2,888583465;0,997311828;1,918027479;W;W;W;W;12300;73,09;4,089905111;1,863857962
221;6;tijdens;0,442350547;2;;7;-0,1;0;1,1;-0,1;348;0,998206788;2,912418028;0,997126437;1,915256736;W;W;W;W;177000;134,65;5,247973266;2,129206358
219;6;zakenvrouw;0,519594539;2;;10;0;0;0;0;331;0,997994253;2,877256426;0,996978852;1,913061488;W;W;W;W;2350;0,85;3,371067862;-0,070581074
218;6;sterk;0,548545831;2;;5;-0,4;0;0;0,4;316;0,998108695;2,895743806;0,996835443;1,91093715;W;W;W;W;124000;95,22;5,093421685;1,978728177
232;6;spinazie;0,615103619;2;;8;-0,1;-0,6;-0,6;-0,8;346;0,998158193;2,90405679;0,997109827;1,915009207;W;W;W;W;2100;1,58;3,322219295;0,198657087
206;6;schieten;0,663094825;2;;8;0,3;0;0,8;0,3;358;0,998138075;2,900653823;0,997206704;1,916454554;W;W;W;W;19300;132,34;4,285557309;2,12169113
217;6;onleesbaar;0,69378853;2;;10;-0,4;0;0;-0,4;337;0,998031965;2,88324042;0,997032641;1,913860504;W;W;W;W;4890;0,98;3,689308859;-0,008773924
224;6;dichter;0,707999234;2;;7;0,3;-0,6;-0,6;-0,4;359;0,998025191;2,882157808;0,997214485;1,916570812;W;W;W;W;65100;27,24;4,813580989;1,435207103
230;6;smerig;0,801306551;2;;6;-0,5;-0,6;-0,6;-0,3;340;0,998162514;2,904791962;0,997058824;1,914249879;W;W;W;W;4470;24,35;3,650307523;1,386498966
237;6;docent;0,85710382;2;;6;-0,4;0;1,1;0,3;327;0,998239149;2,918100965;0,996941896;1,912513228;W;W;W;W;14400;3,41;4,158362492;0,532754379
207;6;toepassing;0,884697804;2;;10;-0,8;0;0;0;309;0,99818696;2,908981816;0,996763754;1,909878435;W;W;W;W;46000;0,66;4,662757832;-0,180456064
226;6;onafhankelijk;0,89313625;2;;13;-0,1;-0,6;-0,6;0,7;367;0,998227745;2,9160876;0,997275204;1,917478958;W;W;W;W;17600;5,58;4,245512668;0,746634199
223;6;smakelijk;0,938382605;2;;9;0,3;-0,6;-0,6;0,2;359;0,998123119;2,89814561;0,997214485;1,916570812;W;W;W;W;3550;9,06;3,550228353;0,957128198
216;6;chef;0,968917354;2;;4;0,4;0;0;-0,4;298;0,997994623;2,877314746;0,996644295;1,908118989;W;W;W;W;21400;31,05;4,330413773;1,492061605
278;7;gevolg;0,028809916;2;;6;-0,1;-0,7;-0,7;0;331;0,997961012;2,872066202;0,996978852;1,913061488;W;W;W;W;92100;7,18;4,96425963;0,856124444
259;7;videoband;0,209527054;2;;9;-0,4;0;0;0,5;324;0,997920676;2,865870126;0,99382716;1,868241655;W;W;W;W;880;4,02;2,944482672;0,604226053
272;7;priester;0,234642904;2;;8;-0,6;-0,8;0,3;0,5;308;0,997901045;2,862893998;0,993506494;1,863886376;W;W;W;W;18000;31,42;4,255272505;1,497206181
277;7;boomstam;0,378168397;2;;8;-0,2;-0,7;-0,7;-0,2;368;0,997976766;2,874516337;0,997282609;1,917589808;W;W;W;W;3390;1,23;3,530199698;0,089905111
260;7;zolder;0,398409975;2;;6;0,6;-0,6;0,3;0,5;367;0,99777414;2,84424209;0,994550409;1,878196978;W;W;W;W;9570;8,19;3,980911938;0,913283902
251;7;besparing;0,436417447;2;;9;-0,1;0;0;-0,1;358;0,997967671;2,873099715;0,997206704;1,916454554;W;W;W;W;2330;0,16;3,367355921;-0,795880017
267;7;verpleegster;0,445398806;2;;12;-0,1;0;0,8;-0,8;349;0,99789519;2,862011149;0,99713467;1,91537948;W;W;W;W;6060;15,62;3,782472624;1,19368103
249;7;internationaal;0,565793053;2;;14;0,2;-0,7;0,3;-0,2;364;0,997724269;2,837175275;0,994505495;1,877573305;W;W;W;W;40200;4,76;4,604226053;0,677606953
271;7;waardebon;0,579084616;2;;9;-0,6;-0,7;0,2;0,1;344;0,997580791;2,81759908;0,994186047;1,873158424;W;W;W;W;669;0,16;2,825426118;-0,795880017
268;7;aarzelend;0,605781949;2;;9;-0,2;0,5;-0,8;0,8;339;0,997893093;2,861695581;0,994100295;1,871979501;W;W;W;W;9000;0,37;3,954242509;-0,431798276
275;7;waaien;0,618676982;2;;6;0,7;-0,7;0,3;0,6;345;0,997964205;2,872561291;0,994202899;1,873390414;W;W;W;W;4990;2,15;3,698100546;0,33243846
266;7;geweldig;0,703206204;2;;8;0,2;0,8;-0,7;-0,4;335;0,997936244;2,868248517;0,994029851;1,871012968;W;W;W;W;19300;394,91;4,285557309;2,596498131
250;7;deelnemer;0,719795339;2;;9;0;0;0;0;335;0,997925605;2,866621383;0,997014925;1,91359721;W;W;W;W;4500;2,13;3,653212514;0,328379603
256;7;leider;0,751528501;2;;6;0,3;-0,6;-0,6;0,3;344;0,997852377;2,855623185;0,997093023;1,914758919;W;W;W;W;23000;45,76;4,361727836;1,660486016
241;7;afdak;0,764855084;2;;5;0,2;-0,7;0,2;-0,2;358;0,997646986;2,826496294;0,994413408;1,876296881;W;W;W;W;1710;0,05;3,23299611;-1,301029996
243;7;roekeloos;0,79667665;2;;9;0,2;-0,7;0,5;0,2;326;0,997911734;2,864511341;0,993865031;1,868758351;W;W;W;W;4240;4,71;3,627365857;0,673020907
253;7;textiel;0,879485385;2;;7;-0,1;-0,7;-0,7;0;356;0,997831412;2,852537082;0,997191011;1,916220157;W;W;W;W;10300;0,82;4,012837225;-0,086186148
262;7;aangenaam;0,900850004;2;;9;-0,1;0;0,8;0;377;0,997692202;2,832704944;0,99469496;1,880209176;W;W;W;W;13000;57,86;4,113943352;1,762378429
279;7;aanmelding;0,93725073;2;;10;0,3;-0,7;-0,7;0,3;340;0,997960027;2,871913546;0,997058824;1,914249879;W;W;W;W;3340;0,3;3,523746467;-0,522878745
245;7;scheur;0,970083082;2;;6;0,2;-0,7;0,3;-0,4;347;0,997621218;2,823006264;0,994236311;1,873850682;W;W;W;W;3730;6,38;3,571708832;0,804820679
294;8;bescherming;0,012653085;2;;11;0,6;-0,7;0,2;-0,7;352;0,997558272;2,814622469;0,994318182;1,874980149;W;W;W;W;32600;27,62;4,5132176;1,441223674
290;8;boterham;0,075933311;2;;8;0,3;-0,7;0,4;0,4;322;0,997402687;2,79471024;0,99378882;1,867719048;W;W;W;W;5290;6,08;3,723455672;0,783903579
301;8;mantel;0,111289369;2;;6;0,6;0,5;-0,8;-0,7;342;0,997508102;2,808079307;0,994152047;1,87269068;W;W;W;W;13200;4,62;4,120573931;0,664641976
306;8;oogarts;0,125060824;2;;7;0,6;-0,7;0,1;0,5;378;0,997233731;2,774272152;0,994708995;1,880404946;W;W;W;W;2100;0,87;3,322219295;-0,060480747
316;8;gevaarlijk;0,128815732;2;;10;-0,1;-0,7;-0,7;0,1;309;0,997510498;2,808389015;0,993527508;1,864170714;W;W;W;W;19100;92,27;4,281033367;1,965060521
283;8;voorschrift;0,214136239;2;;11;0,6;0,6;-0,7;0,6;363;0,997390316;2,79317353;0,994490358;1,877363288;W;W;W;W;4360;1,33;3,639486489;0,123851641
299;8;winter;0,275114735;2;;6;-0,4;0;0;-0,4;349;0,997356211;2,788971123;0,994269341;1,874306064;W;W;W;W;47300;22,36;4,674861141;1,349471799
317;8;concentreren;0,379032258;2;;12;0,3;-0,8;-0,8;-0,4;329;0,997504255;2,807582493;0,993920973;1,869522531;W;W;W;W;11500;18,29;4,06069784;1,262213705
287;8;jager;0,438387243;2;;5;-0,2;0,6;-0,7;-0,2;355;0,997395276;2,793788834;0,994366197;1,875643672;W;W;W;W;11400;11,11;4,056904851;1,045714059
293;8;huurhuis;0,456950965;2;;8;-0,6;-0,7;0,5;-0,5;328;0,997552798;2,813902683;0,993902439;1,869269237;W;W;W;W;1480;0,21;3,170261715;-0,677780705
302;8;versnelling;0,56748006;2;;11;0,3;-0,8;0,2;-0,5;322;0,997453537;2,801096684;0,99378882;1,867719048;W;W;W;W;4830;3;3,683947131;0,477121255
310;8;weergeven;0,593166473;2;;9;0,7;-0,7;0,5;0,7;328;0,997252002;2,776427128;0,993902439;1,869269237;W;W;W;W;6090;0,62;3,784617293;-0,207608311
284;8;nier;0,632852634;2;;4;-0,6;-0,7;0,5;0,4;328;0,997561261;2,815016204;0,993902439;1,869269237;W;W;W;W;4130;3,91;3,615950052;0,592176757
312;8;negentig;0,713827705;2;;8;-0,3;-0,7;0,2;0,8;349;0,997533335;2,811355126;0,994269341;1,874306064;W;W;W;W;23000;3,29;4,361727836;0,517195898
286;8;tak;0,754506315;2;;3;-0,2;-0,8;0;-0,1;335;0,997293737;2,781398458;0,994029851;1,871012968;W;W;W;W;16800;8,48;4,225309282;0,928395852
307;8;neerslag;0,778602976;2;;8;-0,1;-0,8;0;0,7;334;0,997508287;2,808103103;0,994011976;1,870767995;W;W;W;W;6940;0,71;3,84135947;-0,148741651
319;8;monument;0,81609841;2;;8;-0,5;-0,8;-0,8;-0,4;332;0,997438553;2,799202839;0,993975904;1,870273964;W;W;W;W;16100;3,48;4,206825876;0,541579244
297;8;beginner;0,881728919;2;;8;-0,3;-0,7;0,3;0,6;331;0,997379164;2,791793938;0,993957704;1,870024883;W;W;W;W;953;0,91;2,979092901;-0,040958608
282;8;boodschappenlijst;0,988941001;2;;17;-0,1;-0,7;0,2;-0,6;347;0,997278495;2,779574893;0,994236311;1,873850682;W;W;W;W;1090;0,5;3,037426498;-0,301029996
318;8;trots;0,998629063;2;;5;0,2;0,7;-0,8;0,2;335;0,997460511;2,801981533;0,994029851;1,871012968;W;W;W;W;33200;111,46;4,521138084;2,047119039
