nr;Band;spelling;randomisation;selection;Etymology;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
353;9;beproeving;0,02929829;2;;10;-0,2;0,7;-0,8;0;344;0,997177892;2,767764928;0,99127907;1,834567705;W;W;W;W;5330;2,33;3,726727209;0,367355921
340;9;zichzelf;0,107217351;2;;8;-0,6;-0,6;0,3;0,3;374;0,997036271;2,751767545;0,994652406;1,879616024;W;W;W;W;151000;119,69;5,178976947;2,078057867
338;9;omlopen;0,120220627;2;;7;-0,1;-0,6;-0,6;-0,1;380;0,996942156;2,741513367;0,992105263;1,845258117;W;W;W;W;577;0,37;2,761175813;-0,431798276
351;9;brandweer;0,220876229;2;;9;0,6;-0,8;0,2;-0,8;343;0,996888098;2,735751315;0,991253644;1,834242025;W;W;W;W;4510;7,84;3,654176542;0,894316063
334;9;reservering;0,28441567;2;;11;-0,1;-0,7;0,3;0,1;333;0,997063479;2,754786636;0,993993994;1,870521664;W;W;W;W;1690;3,02;3,227886705;0,480006943
359;9;onbewoond;0,364332064;2;;9;0,3;-0,7;-0,7;0,3;358;0,997012881;2,749191976;0,994413408;1,876296881;W;W;W;W;3590;1,35;3,555094449;0,130333768
360;9;middelmatig;0,464264993;2;;11;-0,6;0,8;-0,7;0,2;341;0,997003467;2,74816051;0,994134897;1,872454906;W;W;W;W;2680;1,14;3,428134794;0,056904851
336;9;geslaagd;0,469977623;2;;8;-0,4;0;0;-0,4;329;0,997141172;2,7635487;0,993920973;1,869522531;W;W;W;W;19700;14,04;4,294466226;1,147367108
333;9;uitzetten;0,538852049;2;;9;-0,6;-0,6;0,3;0,3;352;0,997172839;2,767181797;0,994318182;1,874980149;W;W;W;W;3140;7,25;3,496929648;0,860338007
347;9;dronkenschap;0,599011509;2;;12;-0,1;-0,7;0,3;0;341;0,996921081;2,739256133;0,991202346;1,833585525;W;W;W;W;3910;1,81;3,592176757;0,257678575
346;9;trouwens;0,614979072;2;;8;0,3;-0,8;0,1;-0,5;328;0,99693014;2,740224626;0,993902439;1,869269237;W;W;W;W;50800;95,31;4,705863712;1,97913847
327;9;rekenen;0,666874264;2;;7;0,2;-0,7;0,2;-0,6;352;0,997008713;2,74873498;0,994318182;1,874980149;W;W;W;W;27400;32,61;4,437750563;1,513350799
345;9;evenement;0,679043487;2;;9;-0,2;-0,7;0,2;0,7;337;0,996943781;2,74168799;0,994065282;1,871498884;W;W;W;W;4790;2,74;3,680335513;0,437750563
357;9;begroting;0,742012634;2;;9;-0,5;-0,8;-0,8;-0,4;339;0,997077838;2,756390187;0,994100295;1,871979501;W;W;W;W;9840;0,71;3,992995098;-0,148741651
329;9;kast;0,770021128;2;;4;-0,5;-0,6;0,5;0,2;358;0,997072433;2,75578576;0,994413408;1,876296881;W;W;W;W;19500;30,05;4,290034611;1,477844476
330;9;score;0,906584259;2;;5;0,2;-0,6;-0,6;0,7;374;0,996959825;2,743416574;0,994652406;1,879616024;W;W;W;W;6950;6,77;3,841984805;0,830588669
356;9;lente;0,949015403;2;;5;-0,1;-0,7;-0,7;-0,2;348;0,99707976;2,756605325;0,994252874;1,874078979;W;W;W;W;15200;16,3;4,181843588;1,212187604
350;9;technologie;0,959326708;2;;11;-0,2;-0,7;0,2;0,8;351;0,997105722;2,759524404;0,994301994;1,87475664;W;W;W;W;16800;15,57;4,225309282;1,192288613
321;9;taalvaardig;0,971904518;2;;11;0,3;-0,7;0,3;-0,4;321;0,997177786;2,767752617;0,99376947;1,867455495;W;W;W;W;989;;2,995196292;
352;9;genoeg;0,99740544;2;;6;0,3;0,8;-0,7;-0,4;343;0,997191046;2,769287246;0,994169096;1,872925182;W;W;W;W;139000;601,68;5,1430148;2,779365576
370;10;tweevoud;0,009428261;2;;8;-0,6;-0,7;0,2;0,4;358;0,996700293;2,716409934;0,994413408;1,876296881;W;W;W;W;2340;0,07;3,369215857;-1,15490196
399;10;ramp;0,031315163;2;;4;-0,2;0,7;-0,8;0;319;0,996871543;2,73400475;0,993730408;1,866923829;W;W;W;W;12600;25,89;4,100370545;1,41313205
380;10;uitroeien;0,07450145;2;;9;0,6;-0,7;0,1;-0,1;377;0,996815332;2,728135928;0,99469496;1,880209176;W;W;W;W;2470;3,64;3,392696953;0,561101384
388;10;buikdansen;0,111939532;2;;10;0,7;-0,7;0,3;0,6;334;0,996820842;2,728707089;0,994011976;1,870767995;W;W;W;W;461;0,18;2,663700925;-0,744727495
368;10;geneeskundig;0,172319456;2;;12;0,3;-0,6;0,4;0,2;337;0,996586851;2,705201481;0,994065282;1,871498884;W;W;W;W;2990;0,16;3,475671188;-0,795880017
397;10;gewoonlijk;0,213734149;2;;10;-0,3;-0,7;0,2;0,8;358;0,996763515;2,722807822;0,994413408;1,876296881;W;W;W;W;38200;18;4,582063363;1,255272505
366;10;dempen;0,230775743;2;;6;0,2;-0,7;0,4;0,3;355;0,996645247;2,71092865;0,994366197;1,875643672;W;W;W;W;2460;0,25;3,390935107;-0,602059991
362;10;suikerspin;0,294821825;2;;10;0,7;0,7;0,5;0,7;321;0,996743957;2,720816746;0,990654206;1,826619434;W;W;W;W;3680;1,07;3,565847819;0,029383778
365;10;constructie;0,366996676;2;;11;-0,2;-0,6;0,4;0;345;0,996829541;2,729610539;0,994202899;1,873390414;W;W;W;W;20000;1,94;4,301029996;0,28780173
369;10;gunstig;0,420934537;2;;7;0,2;-0,7;0,4;0,2;340;0,996561101;2,70270397;0,994117647;1,87221785;W;W;W;W;16200;4,71;4,209515015;0,673020907
392;10;omkopen;0,425160879;2;;7;0,2;-0,7;0,3;-0,3;340;0,996625783;2,70900988;0,994117647;1,87221785;W;W;W;W;1560;4,16;3,193124598;0,619093331
385;10;kooktijd;0,481228568;2;;8;-0,2;0,6;-0,8;0,6;345;0,996669179;2,713301687;0,994202899;1,873390414;W;W;W;W;719;;2,85672889;
390;10;aanbidden;0,565433232;2;;9;0,6;0,8;0,4;-0,2;349;0,996707798;2,717163642;0,991404011;1,836170946;W;W;W;W;2570;4,46;3,409933123;0,649334859
379;10;wielrenner;0,578972014;2;;10;-0,6;-0,7;0,2;-0,1;356;0,996796502;2,726190723;0,994382022;1,875862542;W;W;W;W;1890;0,37;3,276461804;-0,431798276
383;10;lint;0,669877299;2;;4;0,2;0,6;-0,8;-0,6;346;0,996731007;2,719504249;0,994219653;1,873621163;W;W;W;W;6350;7,98;3,802773725;0,902002891
371;10;code;0,711210314;2;;4;-0,1;-0,8;0,1;0,5;330;0,996771167;2,723589783;0,993939394;1,869774409;W;W;W;W;29500;46,7;4,469822016;1,669316881
367;10;tuintafel;0,823046225;2;;9;-0,1;-0,6;-0,6;0;331;0,996849937;2,731737771;0,993957704;1,870024883;W;W;W;W;630;;2,799340549;
387;10;voorzet;0,875733295;2;;7;-0,1;-0,8;0,1;-0,7;343;0,996852683;2,732025087;0,994169096;1,872925182;W;W;W;W;1940;0,89;3,28780173;-0,050609993
389;10;danseres;0,933484769;2;;8;-0,1;-0,8;0,4;-0,2;311;0,996769637;2,723433298;0,993569132;1,864734349;W;W;W;W;3720;5,85;3,57054294;0,767155866
372;10;toerisme;0,952291722;2;;8;0,2;-0,7;0,1;0,1;348;0,996697792;2,716159157;0,994252874;1,874078979;W;W;W;W;7220;1,03;3,858537198;0,012837225
420;11;vakkundig;0,028184636;2;;9;-0,3;0,6;-0,7;0,7;360;0,99622218;2,671307456;0,994444444;1,876726741;W;W;W;W;3520;0,59;3,546542663;-0,229147988
422;11;landmijn;0,069814144;2;;8;0,6;0,6;-0,8;-0,8;343;0,996411165;2,688486666;0,991253644;1,834242025;W;W;W;W;662;0,87;2,820857989;-0,060480747
409;11;tussenstand;0,140941586;2;;11;0,1;0,6;-0,7;-0,6;382;0,996405276;2,687939206;0,992146597;1,845798517;W;W;W;W;1790;0,16;3,252853031;-0,795880017
421;11;gezagvoerder;0,194061732;2;;12;0,3;0,5;-0,8;-0,3;327;0,996530508;2,699758457;0,993883792;1,869014514;W;W;W;W;2420;4,07;3,383815366;0,609594409
429;11;stijgend;0,319621059;2;;8;-0,4;-0,8;0,2;-0,6;296;0,996183351;2,667873573;0,993243243;1,86033717;W;W;W;W;2400;0,48;3,380211242;-0,318758763
440;11;dobbelsteen;0,344828322;2;;11;-0,2;0,8;-0,7;-0,1;338;0,996504424;2,697265386;0,99408284;1,87173985;W;W;W;W;1530;0,71;3,184691431;-0,148741651
410;11;alarmbel;0,439369518;2;;8;-0,3;-0,7;0,2;-0,4;368;0,996458512;2,692917615;0,994565217;1,878402769;W;W;W;W;1090;0,27;3,037426498;-0,568636236
402;11;ademhalen;0,493668429;2;;9;0,3;-0,7;0,4;-0,6;317;0,996156153;2,66548684;0,993690852;1,866385991;W;W;W;W;5100;9,99;3,707570176;0,999565488
419;11;zeebodem;0,503369492;2;;8;-0,3;-0,6;0,3;0,7;359;0,996269486;2,675534086;0,994428969;1,876512366;W;W;W;W;2550;1,46;3,40654018;0,164352856
437;11;brandnetel;0,525088998;2;;10;0,7;-0,7;0,2;-0,8;339;0,996124224;2,662704219;0,994100295;1,871979501;W;W;W;W;1490;0,11;3,173186268;-0,958607315
408;11;kin;0,603564425;2;;3;0,6;-0,6;0,4;0,6;358;0,996254574;2,674196621;0,994413408;1,876296881;W;W;W;W;15600;7,8;4,193124598;0,892094603
406;11;misselijk;0,639620938;2;;9;-0,6;-0,6;0,4;-0,4;355;0,996140108;2,664085971;0,994366197;1,875643672;W;W;W;W;6550;14,8;3,8162413;1,170261715
432;11;pudding;0,646442245;2;;7;0,7;-0,7;0,2;0;326;0,996531694;2,699872198;0,993865031;1,868758351;W;W;W;W;2390;4,94;3,378397901;0,693726949
433;11;roofdier;0,742038208;2;;8;0,7;-0,8;0,1;-0,1;341;0,996236341;2,672567759;0,994134897;1,872454906;W;W;W;W;4370;2,38;3,640481437;0,376576957
426;11;bestuurbaar;0,763700841;2;;11;-0,2;-0,8;0,3;-0,1;305;0,996359412;2,683702964;0,993442623;1,863023099;W;W;W;W;1010;0,21;3,004321374;-0,677780705
423;11;verleiden;0,790764526;2;;9;0,3;-0,8;0,1;-0,5;337;0,996483434;2,695271407;0,994065282;1,871498884;W;W;W;W;7560;8,94;3,878521796;0,951337519
436;11;personeel;0,834883987;2;;9;-0,1;-0,7;0,3;-0,8;344;0,996445853;2,691727814;0,994186047;1,873158424;W;W;W;W;38700;22,07;4,587710965;1,343802333
407;11;maatschappelijk;0,932434459;2;;15;0,2;0,6;-0,7;-0,5;359;0,996496278;2,696490333;0,988857939;1,804391744;W;W;W;W;31600;1,58;4,499687083;0,198657087
414;11;vriendschappelijk;0,972692193;2;;17;-0,3;-0,7;0,2;-0,8;329;0,996273135;2,675862093;0,993920973;1,869522531;W;W;W;W;3100;0,98;3,491361694;-0,008773924
430;11;stabiliteit;0,980489505;2;;11;-0,1;-0,8;0,3;0,7;313;0,996408033;2,688195454;0,993610224;1,865291363;W;W;W;W;7610;2,04;3,881384657;0,309630167
472;12;bemachtigen;0,063906133;2;;11;0,7;-0,8;0,4;-0,1;305;0,995853486;2,639900873;0,990163934;1,820463009;W;W;W;W;4840;3,34;3,684845362;0,523746467
455;12;plunderen;0,096381402;2;;9;0,6;-0,7;0,2;-0,1;346;0,995969478;2,649502191;0,99132948;1,835213994;W;W;W;W;2680;2,9;3,428134794;0,462397998
474;12;eeuwig;0,168266286;2;;6;0,2;-0,7;0,3;-0,8;343;0,995817179;2,636944892;0,994169096;1,872925182;W;W;W;W;16200;43,88;4,209515015;1,642266619
462;12;alcohol;0,223002408;2;;7;0,2;0,8;0,4;-0,6;344;0,995855268;2,64004656;0,99127907;1,834567705;W;W;W;W;10500;19,28;4,021189299;1,28510703
478;12;zondag;0,268594416;2;;6;0,7;-0,8;-0,8;0;306;0,99574575;2,631195814;0,993464052;1,863312584;W;W;W;W;26800;33,3;4,428134794;1,522444234
460;12;wachten;0,286202412;2;;7;0,7;-0,7;0,3;0,6;333;0,995881541;2,642200903;0,993993994;1,870521664;W;W;W;W;82600;324,18;4,916980047;2,510786218
458;12;inhuren;0,322429399;2;;7;0,5;0,6;0,4;-0,2;360;0,995766655;2,632869365;0,991666667;1,839556789;W;W;W;W;1700;5,56;3,230448921;0,745074792
459;12;zeereis;0,390985275;2;;7;0,1;0,6;0,1;-0,7;346;0,995675832;2,625651318;0,99132948;1,835213994;W;W;W;W;3750;0,32;3,574031268;-0,494850022
467;12;verwerven;0,443607077;2;;9;-0,6;-0,8;0,2;-0,6;303;0,996078017;2,658713382;0,99339934;1,862438873;W;W;W;W;16400;0,78;4,214843848;-0,107905397
443;12;prachtig;0,517051531;2;;8;0,7;0,6;0,1;0,6;314;0,995682499;2,62617651;0,987261146;1,785354576;W;W;W;W;29400;159,18;4,46834733;2,2018885
461;12;aanduiding;0,591685091;2;;10;0,4;0,8;0,1;-0,3;377;0,995644958;2,623228499;0,99204244;1,844437796;W;W;W;W;11300;0,25;4,053078443;-0,602059991
469;12;ladder;0,605733807;2;;6;0,6;0,8;0,3;0,6;346;0,995694888;2,627154424;0,99132948;1,835213994;W;W;W;W;6820;9,67;3,833784375;0,985426474
465;12;netvlies;0,643318692;2;;8;0,5;0,8;0,2;0;349;0,995970866;2,649618627;0,991404011;1,836170946;W;W;W;W;3040;1,17;3,482873584;0,068185862
452;12;bijverdienen;0,680748812;2;;12;0,2;-0,7;0,3;-0,2;364;0,995796829;2,635298111;0,991758242;1,840742241;W;W;W;W;1200;0,59;3,079181246;-0,229147988
449;12;schrappen;0,727711414;2;;9;0,2;-0,7;-0,7;-0,5;358;0,995837692;2,638612148;0,994413408;1,876296881;W;W;W;W;4630;3,29;3,665580991;0,517195898
470;12;ringvinger;0,778172675;2;;10;0,6;-0,8;0,1;-0,7;339;0,99587973;2,642051984;0,994100295;1,871979501;W;W;W;W;1220;0,5;3,086359831;-0,301029996
479;12;theater;0,818613659;2;;7;0,7;0,7;-0,8;-0,7;313;0,995745997;2,631215522;0,993610224;1,865291363;W;W;W;W;23200;21,54;4,365487985;1,333245699
480;12;logisch;0,886844017;2;;7;-0,1;-0,7;-0,7;-0,8;346;0,995758975;2,632253724;0,99132948;1,835213994;W;W;W;W;15400;28,45;4,187520721;1,454082271
477;12;buikspier;0,974504848;2;;9;-0,6;0,8;-0,7;0,3;351;0,99578288;2,634173379;0,991452991;1,836800743;W;W;W;W;210;0,02;2,322219295;-1,698970004
463;12;eikenhout;0,992928398;2;;9;0,3;0,8;0,3;-0,5;317;0,995693503;2,627044987;0,990536278;1,825132263;W;W;W;W;2260;0,11;3,354108439;-0,958607315
517;13;keuken;0,067424007;2;;6;0,6;0,9;0,3;-0,1;339;0,995349667;2,600799962;0,991150442;1,832922082;W;W;W;W;43200;52,98;4,635483747;1,724111954
496;13;koolhydraat;0,082052408;2;;11;-0,4;-0,2;-0,4;0,4;339;0,995512145;2,612977951;0,98820059;1,796475794;W;W;W;W;711;;2,851869601;
499;13;overtuigd;0,139380748;2;;9;0,5;0,7;0,2;0,6;358;0,995512512;2,613005847;0,991620112;1,838955118;W;W;W;W;33700;25,91;4,527629901;1,413467413
502;13;eetgedrag;0,180509648;2;;9;0,2;-0,8;0,2;-0,5;320;0,995189554;2,589165246;0,990625;1,82625075;W;W;W;W;1310;;3,117271296;
519;13;warmlopen;0,196078766;2;;9;-0,8;0,9;0,1;-0,4;363;0,995312745;2,598085699;0,991735537;1,840448086;W;W;W;W;435;0,27;2,638489257;-0,568636236
483;13;doelwit;0,273569486;2;;7;0,2;-0,6;0,4;-0,3;355;0,995530734;2,614396201;0,991549296;1,838041176;W;W;W;W;6400;25,57;3,806179974;1,407730728
508;13;bevestigen;0,296877082;2;;10;-0,3;-0,6;0,3;-0,9;380;0,995574409;2,617749278;0,989473684;1,811910673;W;W;W;W;11500;14,91;4,06069784;1,173477643
509;13;flexibiliteit;0,357458524;2;;13;0;0,3;-0,5;-0,9;327;0,995523491;2,613842976;0,987767584;1,791322296;W;W;W;W;6650;0,48;3,822821645;-0,318758763
503;13;denkwijze;0,409729053;2;;9;0,5;0,8;0,3;-0,6;340;0,995172843;2,587970905;0,991176471;1,833254678;W;W;W;W;2580;1,07;3,411619706;0,029383778
501;13;idealist;0,488259578;2;;8;0,6;0,8;0,3;-0,1;346;0,99555983;2,616626733;0,99132948;1,835213994;W;W;W;W;2810;1,33;3,44870632;0,123851641
507;13;soldaat;0,507844355;2;;7;0,6;0,7;-0,8;0,8;321;0,995478195;2,610401185;0,990654206;1,826619434;W;W;W;W;16000;53,03;4,204119983;1,724521627
486;13;ingevoegd;0,599118907;2;;9;-0,2;0,7;0;0,1;395;0,995445211;2,607914218;0,989873418;1,816847245;W;W;W;W;3060;0,05;3,485721426;-1,301029996
481;13;charmeur;0,618416756;2;;8;0,5;0,1;-0,5;-0,2;334;0,995272944;2,595180989;0,988023952;1,794367749;W;W;W;W;3630;1,85;3,559906625;0,267171728
487;13;morgenavond;0,654625749;2;;11;-0,1;-0,1;-0,4;-0,6;359;0,995164786;2,587396373;0,988857939;1,804391744;W;W;W;W;2240;19,71;3,350248018;1,294686624
512;13;achteraan;0,733151392;2;;9;0,6;0,7;0,4;-0,9;338;0,9953652;2,60194764;0,99112426;1,832587723;W;W;W;W;6810;13,15;3,833147112;1,118925753
494;13;optimisme;0,759100757;2;;9;-0,2;-0,6;0,2;0,2;382;0,995428908;2,606690923;0,992146597;1,845798517;W;W;W;W;6370;1,35;3,804139432;0,130333768
504;13;balans;0,835728842;2;;6;0,3;0,8;-0,8;-0,5;318;0,995563688;2,616923446;0,990566038;1,825507183;W;W;W;W;41500;9,7;4,618048097;0,986771734
505;13;karton;0,914683874;2;;6;-0,1;-0,8;-0,8;-0,4;331;0,995436208;2,607238216;0,990936556;1,830196615;W;W;W;W;7410;1,07;3,869818208;0,029383778
516;13;peer;0,990917909;2;;4;0,5;0,9;0,2;0,4;347;0,995592185;2,619122474;0,991354467;1,835534629;W;W;W;W;4970;1,99;3,696356389;0,298853076
482;13;kamerdeur;0,998350886;2;;9;0,5;0,3;-0,4;0,5;341;0,995378124;2,602905177;0,988269795;1,797303884;W;W;W;W;1970;0,23;3,294466226;-0,638272164
542;14;gemeenschap;0,029622348;2;;11;0,8;0,5;-0,4;0,1;364;0,995045521;2,57899023;0,989010989;1,806251135;W;W;W;W;45500;20,63;4,658011397;1,314499228
557;14;reageren;0,137904524;2;;8;1;0,7;0,3;-0,4;337;0,994957859;2,572925825;0,991097923;1,832251585;W;W;W;W;18200;19,03;4,260071388;1,279438788
527;14;kookpot;0,242204562;2;;7;0,7;-0,7;0,5;0,7;328;0,994937904;2,571558475;0,987804878;1,791764287;W;W;W;W;1500;0,18;3,176091259;-0,744727495
556;14;interactief;0,282682832;2;;11;0,2;1;0,3;1;340;0,995019338;2,577168978;0,991176471;1,833254678;W;W;W;W;3200;0,27;3,505149978;-0,568636236
553;14;overdonderen;0,345957174;2;;12;0;1;-0,8;0,6;299;0,994955717;2,57277884;0,989966555;1,818003845;W;W;W;W;1080;0,34;3,033423755;-0,468521083
529;14;keelholte;0,368074031;2;;9;0,6;-0,1;-0,3;0,6;321;0,99459655;2,548881547;0,987538941;1,788620138;W;W;W;W;366;0,14;2,563481085;-0,853871964
521;14;figureren;0,377613891;2;;9;0;0,8;0,3;0,5;346;0,994752661;2,559089278;0,988439306;1,799337447;W;W;W;W;3190;0,11;3,503790683;-0,958607315
537;14;openbaren;0,41403092;2;;9;0,5;0,3;-0,5;0,5;347;0,994724575;2,557233094;0,988472622;1,799738004;W;W;W;W;4170;0,89;3,620136055;-0,050609993
528;14;meetbaar;0,427405061;2;;8;-0,2;-0,7;0,3;0,8;337;0,994924403;2,570636089;0,991097923;1,832251585;W;W;W;W;2050;0,16;3,311753861;-0,795880017
544;14;bijhouden;0,504644043;2;;9;0,5;0,8;0,3;0,7;346;0,995094111;2,582392993;0,99132948;1,835213994;W;W;W;W;4370;5,35;3,640481437;0,728353782
532;14;twintig;0,529873768;2;;7;0,3;-0,7;-0,7;0,3;336;0,994884328;2,567910906;0,991071429;1,831913656;W;W;W;W;66900;56,44;4,825426118;1,751587005
551;14;landing;0,648266377;2;;7;0,5;0,9;0,4;0,1;343;0,994639339;2,551653044;0,991253644;1,834242025;W;W;W;W;4430;7,52;3,646403726;0,876217841
547;14;dadelijk;0,682466665;2;;8;0,6;-0,8;1;0;335;0,994874668;2,567256879;0,991044776;1,83157392;W;W;W;W;12100;13,9;4,08278537;1,1430148
541;14;aanmaak;0,689898486;2;;7;0,6;0,7;0,3;-0,8;334;0,994608166;2,54963197;0,991017964;1,831232362;W;W;W;W;1580;0,18;3,198657087;-0,744727495
543;14;overgaan;0,742863453;2;;8;-0,8;0,7;0,1;0;342;0,994884643;2,567932277;0,99122807;1,833914636;W;W;W;W;9170;5,12;3,962369336;0,709269961
534;14;gericht;0,795807582;2;;7;-0,2;0,5;0,2;0,1;327;0,994587418;2,548292594;0,990825688;1,828789206;W;W;W;W;68400;16,56;4,835056102;1,219060332
539;14;vastzitten;0,847156533;2;;10;0,5;0,8;0,3;-0,2;340;0,994890862;2,568353968;0,991176471;1,833254678;W;W;W;W;2460;4,23;3,390935107;0,626340367
525;14;camera;0,854993358;2;;6;-0,1;-0,6;0,4;-0,8;337;0,994701654;2,55572467;0,991097923;1,832251585;W;W;W;W;16300;60,83;4,212187604;1,784117816
552;14;verwisselen;0,92176601;2;;11;-0,1;-0,9;0,2;0,8;287;0,995117954;2,58407372;0,993031359;1,857497419;W;W;W;W;2320;3,48;3,365487985;0,541579244
546;14;wolf;0,971572364;2;;4;0,2;-0,7;0,1;1;357;0,994891851;2,568421063;0,991596639;1,838652008;W;W;W;W;16400;20,26;4,214843848;1,306639441
589;15;voorwaarde;0,060403865;2;;10;-0,2;-0,8;1;0,7;323;0,994151948;2,521182885;0,990712074;1,827350686;W;W;W;W;22100;10,24;4,344392274;1,010299957
581;15;wasmiddel;0,078677205;2;;9;0,5;0,2;-0,7;-0,9;315;0,994335961;2,532412065;0,987301587;1,785828787;W;W;W;W;1490;0,39;3,173186268;-0,408935393
577;15;dobberen;0,181652338;2;;8;-0,6;0,3;-0,6;0;310;0,994507827;2,543196418;0,987096774;1,783431256;W;W;W;W;2040;0,48;3,309630167;-0,318758763
594;15;glinsteren;0,192063686;2;;10;-0,1;1;0,4;0,5;321;0,994305014;2,53050113;0,990654206;1,826619434;W;W;W;W;2320;0,53;3,365487985;-0,27572413
597;15;frustreren;0,26948651;2;;10;-0,4;1;0,1;-0,2;340;0,993974103;2,510624111;0,988235294;1,796890903;W;W;W;W;1440;0,11;3,158362492;-0,958607315
565;15;minpunt;0,30814716;2;;7;0;0,2;-0,5;-0,5;346;0,994049114;2,515043417;0,988439306;1,799337447;W;W;W;W;1710;0,3;3,23299611;-0,522878745
582;15;bespreekbaar;0,329961713;2;;12;0,7;0,6;0,1;-0,9;314;0,99432972;2,53202595;0,987261146;1,785354576;W;W;W;W;3020;0,43;3,480006943;-0,366531544
590;15;onaantrekkelijk;0,381014422;2;;15;0,6;0,8;0,9;-0,8;329;0,994123323;2,519464377;0,987841945;1,792203939;W;W;W;W;2590;1,14;3,413299764;0,056904851
572;15;doek;0,43585633;2;;4;0,7;0,7;0,2;-0,1;288;0,994410407;2,537047283;0,989583333;1,813260408;W;W;W;W;24400;8,83;4,387389826;0,945960704
578;15;onderhoudend;0,482716668;2;;12;-0,1;-0,8;0,3;0;337;0,994045772;2,514845471;0,991097923;1,832251585;W;W;W;W;19900;0,73;4,298853076;-0,13667714
598;15;razend;0,575157882;2;;6;0,3;0,9;-0,8;0,3;330;0,994484343;2,54170533;0,990909091;1,829847623;W;W;W;W;7190;10,11;3,85672889;1,004751156
586;15;historie;0,610694897;2;;8;0,6;0,8;0,2;-0,9;337;0,994444559;2,539192033;0,991097923;1,832251585;W;W;W;W;29100;3,25;4,463892989;0,511883361
599;15;delicatesse;0,652174935;2;;11;-0,4;1;-0,8;-0,6;299;0,994387816;2,535634939;0,989966555;1,818003845;W;W;W;W;1680;0,8;3,225309282;-0,096910013
563;15;begrafenis;0,687364316;2;;10;0,2;-0,7;0,3;0,1;342;0,994028595;2,513829679;0,99122807;1,833914636;W;W;W;W;12800;35,19;4,10720997;1,546419267
593;15;welvarend;0,730985253;2;;9;-0,6;1;0,4;0,3;353;0,994364394;2,534175966;0,988668555;1,802099547;W;W;W;W;2750;0,59;3,439332694;-0,229147988
585;15;vechtpartij;0,792087353;2;;11;0,6;0,7;0,4;-0,9;340;0,994504881;2,543009032;0,991176471;1,833254678;W;W;W;W;3160;1,53;3,499687083;0,184691431
600;15;anorexia;0,882831492;2;;8;1;0,1;-0,7;0,4;313;0,994541255;2,545328745;0,987220447;1,784877739;W;W;W;W;2270;1,1;3,356025857;0,041392685
576;15;excellentie;0,921677294;2;;11;-0,5;0,8;-0,7;0,4;329;0,994083039;2,517058355;0,987841945;1,792203939;W;W;W;W;4410;12,74;3,644438589;1,105169428
592;15;verrassing;0,980185981;2;;10;-0,3;1;0,3;0,7;320;0,994433756;2,538512353;0,990625;1,82625075;W;W;W;W;14800;60,83;4,170261715;1,784117816
562;15;linkerkant;0,988858907;2;;10;0,6;0,8;0,1;0,8;306;0,994330567;2,532078326;0,990196078;1,820864538;W;W;W;W;3820;6,24;3,582063363;0,79518459
623;16;laklaag;0,080861441;2;;7;-0,4;0,3;-0,7;0,8;324;0,993250811;2,470342395;0,984567901;1,754639517;W;W;W;W;346;0,07;2,539076099;-1,15490196
634;16;snijdend;0,137141578;2;;8;0;0,7;-0,3;1;345;0,99384536;2,503151604;0,988405797;1,79893486;W;W;W;W;2060;0,07;3,31386722;-1,15490196
619;16;videocamera;0,169088348;2;;11;-0,3;0,2;-0,5;-0,2;349;0,993516278;2,484662124;0,988538682;1,800533085;W;W;W;W;1600;1,65;3,204119983;0,217483944
605;16;lat;0,209968164;2;;3;0,1;0,5;-0,4;0,4;357;0,9933755;2,477005114;0,988795518;1,803635192;W;W;W;W;9610;2,01;3,982723388;0,303196057
612;16;routine;0,253949159;2;;7;0,4;-0,3;-0,8;-0,1;334;0,993869636;2,504549988;0,988023952;1,794367749;W;W;W;W;5070;7,32;3,705007959;0,864511081
609;16;crematie;0,297250693;2;;8;0;0,1;-0,4;-0,5;340;0,993595111;2,489014375;0,988235294;1,796890903;W;W;W;W;2710;0,96;3,432969291;-0,017728767
608;16;sponsor;0,375102288;2;;7;-0,8;0,2;-0,5;-0,8;352;0,993656708;2,492448209;0,985795455;1,768432446;W;W;W;W;2160;2,88;3,334453751;0,459392488
636;16;treiteren;0,407552693;2;;9;0,2;-0,9;1;0,2;307;0,993279857;2,471884672;0,986970684;1,781960335;W;W;W;W;2430;1,62;3,385606274;0,209515015
602;16;verbaasd;0,518700541;2;;8;0,3;0,6;0,3;-0,4;312;0,993798999;2,500494632;0,987179487;1,784398255;W;W;W;W;25000;17,63;4,397940009;1,246252312
613;16;oorsmeer;0,593764921;2;;8;0,5;0,2;-0,5;0,5;348;0,993603149;2,489460844;0,988505747;1,800136544;W;W;W;W;586;0,16;2,767897616;-0,795880017
638;16;spion;0,610371756;2;;5;1;0;-0,8;-0,8;307;0,993462705;2,481731119;0,986970684;1,781960335;W;W;W;W;5000;18,5;3,698970004;1,267171728
617;16;kerkstoel;0,653141875;2;;9;0,5;0,3;-0,5;0,7;329;0,99354168;2,486059388;0,987841945;1,792203939;W;W;W;W;171;;2,23299611;
