nr;Band;spelling;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
500;13;sneeuw;6;0,1;0,7;0,3;0,3;356;0,995156216;2,58678622;0,991573034;1,838347364;W;W;W;W;23400;24,31;4,369215857;1,385784959
501;13;idealist;8;0,6;0,8;0,3;-0,1;346;0,99555983;2,616626733;0,99132948;1,835213994;W;W;W;W;2810;1,33;3,44870632;0,123851641
502;13;eetgedrag;9;0,2;-0,8;0,2;-0,5;320;0,995189554;2,589165246;0,990625;1,82625075;W;W;W;W;1310;;3,117271296;
503;13;denkwijze;9;0,5;0,8;0,3;-0,6;340;0,995172843;2,587970905;0,991176471;1,833254678;W;W;W;W;2580;1,07;3,411619706;0,029383778
504;13;balans;6;0,3;0,8;-0,8;-0,5;318;0,995563688;2,616923446;0,990566038;1,825507183;W;W;W;W;41500;9,7;4,618048097;0,986771734
505;13;karton;6;-0,1;-0,8;-0,8;-0,4;331;0,995436208;2,607238216;0,990936556;1,830196615;W;W;W;W;7410;1,07;3,869818208;0,029383778
506;13;smal;4;0,6;0,7;-0,8;-0,5;331;0,995325508;2,599021787;0,990936556;1,830196615;W;W;W;W;9170;2,08;3,962369336;0,318063335
507;13;soldaat;7;0,6;0,7;-0,8;0,8;321;0,995478195;2,610401185;0,990654206;1,826619434;W;W;W;W;16000;53,03;4,204119983;1,724521627
508;13;bevestigen;10;-0,3;-0,6;0,3;-0,9;380;0,995574409;2,617749278;0,989473684;1,811910673;W;W;W;W;11500;14,91;4,06069784;1,173477643
509;13;flexibiliteit;13;0;0,3;-0,5;-0,9;327;0,995523491;2,613842976;0,987767584;1,791322296;W;W;W;W;6650;0,48;3,822821645;-0,318758763
510;13;pier;4;0,3;0,5;0,3;0,9;329;0,995479202;2,610477321;0,990881459;1,829496735;W;W;W;W;6510;7,36;3,813580989;0,866877814
511;13;weggeven;8;-0,1;-0,7;0,3;-0,9;320;0,995369894;2,602295161;0,990625;1,82625075;W;W;W;W;1870;4,05;3,271841607;0,607455023
512;13;achteraan;9;0,6;0,7;0,4;-0,9;338;0,9953652;2,60194764;0,99112426;1,832587723;W;W;W;W;6810;13,15;3,833147112;1,118925753
513;13;bloedtransfusie;15;0,7;0,7;-0,8;0,6;320;0,995245032;2,593156944;0,990625;1,82625075;W;W;W;W;1440;0,66;3,158362492;-0,180456064
514;13;meevallen;9;-0,2;-0,8;0,3;0,6;319;0,99562845;2,621939344;0,993730408;1,866923829;W;W;W;W;2080;2,63;3,318063335;0,419955748
515;13;overhouden;10;0,5;0,8;0,3;0;345;0,995270789;2,59502435;0,991304348;1,83489169;W;W;W;W;2400;0,73;3,380211242;-0,13667714
516;13;peer;4;0,5;0,9;0,2;0,4;347;0,995592185;2,619122474;0,991354467;1,835534629;W;W;W;W;4970;1,99;3,696356389;0,298853076
517;13;keuken;6;0,6;0,9;0,3;-0,1;339;0,995349667;2,600799962;0,991150442;1,832922082;W;W;W;W;43200;52,98;4,635483747;1,724111954
518;13;weerstaan;9;0,6;0,9;0,1;-0,1;307;0,995246778;2,593283232;0,990228013;1,821263742;W;W;W;W;5560;9,63;3,745074792;0,983626287
519;13;warmlopen;9;-0,8;0,9;0,1;-0,4;363;0,995312745;2,598085699;0,991735537;1,840448086;W;W;W;W;435;0,27;2,638489257;-0,568636236
520;13;paardrijden;11;0,9;0,5;-0,8;-0,3;332;0,995210667;2,59067951;0,987951807;1,793509041;W;W;W;W;3290;3,57;3,517195898;0,552668216
521;14;figureren;9;0;0,8;0,3;0,5;346;0,994752661;2,559089278;0,988439306;1,799337447;W;W;W;W;3190;0,11;3,503790683;-0,958607315
522;14;opera;5;-0,3;-0,7;0,3;-0,7;359;0,994908971;2,569584413;0,988857939;1,804391744;W;W;W;W;18200;12,67;4,260071388;1,102776615
523;14;malaria;7;-0,3;-0,8;0,2;-0,1;335;0,995015862;2,57692786;0,991044776;1,83157392;W;W;W;W;3390;1,83;3,530199698;0,26245109
524;14;inslapen;8;0,8;0;-0,6;-0,6;364;0,994619478;2,550364173;0,986263736;1,773783907;W;W;W;W;2450;1,85;3,389166084;0,267171728
525;14;camera;6;-0,1;-0,6;0,4;-0,8;337;0,994701654;2,55572467;0,991097923;1,832251585;W;W;W;W;16300;60,83;4,212187604;1,784117816
526;14;bekroning;9;-0,3;0,7;0,2;0,1;342;0,994757908;2,559437023;0,99122807;1,833914636;W;W;W;W;4730;0,21;3,674861141;-0,677780705
527;14;kookpot;7;0,7;-0,7;0,5;0,7;328;0,994937904;2,571558475;0,987804878;1,791764287;W;W;W;W;1500;0,18;3,176091259;-0,744727495
528;14;meetbaar;8;-0,2;-0,7;0,3;0,8;337;0,994924403;2,570636089;0,991097923;1,832251585;W;W;W;W;2050;0,16;3,311753861;-0,795880017
529;14;keelholte;9;0,6;-0,1;-0,3;0,6;321;0,99459655;2,548881547;0,987538941;1,788620138;W;W;W;W;366;0,14;2,563481085;-0,853871964
530;14;bergruimte;10;0,7;-0,8;0,1;0,6;332;0,994873666;2,567189084;0,990963855;1,830543725;W;W;W;W;819;0,53;2,913283902;-0,27572413
531;14;platteland;10;0,5;0,8;0,3;-0,8;357;0,994930434;2,571047835;0,988795518;1,803635192;W;W;W;W;18900;9,44;4,276461804;0,974971994
532;14;twintig;7;0,3;-0,7;-0,7;0,3;336;0,994884328;2,567910906;0,991071429;1,831913656;W;W;W;W;66900;56,44;4,825426118;1,751587005
533;14;hoogst;6;-0,4;0,1;-0,5;0,2;358;0,995020871;2,577275353;0,988826816;1,804014395;W;W;W;W;15900;5,74;4,201397124;0,758911892
534;14;gericht;7;-0,2;0,5;0,2;0,1;327;0,994587418;2,548292594;0,990825688;1,828789206;W;W;W;W;68400;16,56;4,835056102;1,219060332
535;14;kapot;5;-0,3;0,8;-0,7;0;366;0,995110191;2,583525687;0,989071038;1,806982375;W;W;W;W;12300;83,31;4,089905111;1,920697134
536;14;senior;6;-0,7;-0,2;-0,6;-0,5;332;0,995009246;2,576469227;0,987951807;1,793509041;W;W;W;W;8150;3,04;3,911157609;0,482873584
537;14;openbaren;9;0,5;0,3;-0,5;0,5;347;0,994724575;2,557233094;0,988472622;1,799738004;W;W;W;W;4170;0,89;3,620136055;-0,050609993
538;14;machteloos;10;-0,7;0,7;0,3;0,3;356;0,994842794;2,565106561;0,991573034;1,838347364;W;W;W;W;6740;5,08;3,828659897;0,705863712
539;14;vastzitten;10;0,5;0,8;0,3;-0,2;340;0,994890862;2,568353968;0,991176471;1,833254678;W;W;W;W;2460;4,23;3,390935107;0,626340367
540;14;vereiste;8;-0,1;-0,7;0,4;-0,1;321;0,995069553;2,580669481;0,990654206;1,826619434;W;W;W;W;12100;1,69;4,08278537;0,227886705
541;14;aanmaak;7;0,6;0,7;0,3;-0,8;334;0,994608166;2,54963197;0,991017964;1,831232362;W;W;W;W;1580;0,18;3,198657087;-0,744727495
542;14;gemeenschap;11;0,8;0,5;-0,4;0,1;364;0,995045521;2,57899023;0,989010989;1,806251135;W;W;W;W;45500;20,63;4,658011397;1,314499228
543;14;overgaan;8;-0,8;0,7;0,1;0;342;0,994884643;2,567932277;0,99122807;1,833914636;W;W;W;W;9170;5,12;3,962369336;0,709269961
544;14;bijhouden;9;0,5;0,8;0,3;0,7;346;0,995094111;2,582392993;0,99132948;1,835213994;W;W;W;W;4370;5,35;3,640481437;0,728353782
545;14;scooter;7;0,6;0,8;0,3;-0,1;339;0,994792494;2,561737084;0,991150442;1,832922082;W;W;W;W;2480;4,89;3,394451681;0,689308859
546;14;wolf;4;0,2;-0,7;0,1;1;357;0,994891851;2,568421063;0,991596639;1,838652008;W;W;W;W;16400;20,26;4,214843848;1,306639441
547;14;dadelijk;8;0,6;-0,8;1;0;335;0,994874668;2,567256879;0,991044776;1,83157392;W;W;W;W;12100;13,9;4,08278537;1,1430148
548;14;neerleggen;10;0,1;0,9;0,2;0,5;343;0,995077763;2,581244839;0,991253644;1,834242025;W;W;W;W;5110;6,81;3,7084209;0,833147112
549;14;fietsband;9;0,6;1;0,3;-0,2;333;0,995030214;2,57792446;0,990990991;1,830888969;W;W;W;W;890;;2,949390007;
550;14;schoolbel;9;0,1;1;0,2;0,4;358;0,99475669;2,559356325;0,991620112;1,838955118;W;W;W;W;544;0,21;2,7355989;-0,677780705
551;14;landing;7;0,5;0,9;0,4;0,1;343;0,994639339;2,551653044;0,991253644;1,834242025;W;W;W;W;4430;7,52;3,646403726;0,876217841
552;14;verwisselen;11;-0,1;-0,9;0,2;0,8;287;0,995117954;2,58407372;0,993031359;1,857497419;W;W;W;W;2320;3,48;3,365487985;0,541579244
553;14;overdonderen;12;0;1;-0,8;0,6;299;0,994955717;2,57277884;0,989966555;1,818003845;W;W;W;W;1080;0,34;3,033423755;-0,468521083
554;14;baksteen;8;0,7;0,9;-0,7;0;340;0,994826619;2,56401989;0,991176471;1,833254678;W;W;W;W;6110;1,9;3,78604121;0,278753601
555;14;knoeien;7;0,2;0,9;0,1;0,9;307;0,995110982;2,58358154;0,990228013;1,821263742;W;W;W;W;2260;2,26;3,354108439;0,354108439
556;14;interactief;11;0,2;1;0,3;1;340;0,995019338;2,577168978;0,991176471;1,833254678;W;W;W;W;3200;0,27;3,505149978;-0,568636236
557;14;reageren;8;1;0,7;0,3;-0,4;337;0,994957859;2,572925825;0,991097923;1,832251585;W;W;W;W;18200;19,03;4,260071388;1,279438788
558;14;hulp;4;1;0,7;0,2;-0,5;329;0,994770465;2,560270545;0,990881459;1,829496735;W;W;W;W;61600;239,77;4,789580712;2,379794843
559;14;bonus;5;-1;0,8;-0,7;-0,7;329;0,994976301;2,574193758;0,987841945;1,792203939;W;W;W;W;2940;7,32;3,46834733;0,864511081
560;14;muzikaal;8;-0,9;0,7;-0,7;0,8;340;0,994953049;2,57259579;0,991176471;1,833254678;W;W;W;W;2940;2,33;3,46834733;0,367355921
561;15;allereerste;11;0,2;0,1;-0,8;0,2;317;0,994045847;2,514849959;0,987381703;1,786769422;W;W;W;W;8160;3,38;3,911690159;0,5289167
562;15;linkerkant;10;0,6;0,8;0,1;0,8;306;0,994330567;2,532078326;0,990196078;1,820864538;W;W;W;W;3820;6,24;3,582063363;0,79518459
563;15;begrafenis;10;0,2;-0,7;0,3;0,1;342;0,994028595;2,513829679;0,99122807;1,833914636;W;W;W;W;12800;35,19;4,10720997;1,546419267
564;15;wegvoeren;9;-0,4;0;0,4;-0,3;340;0,99405758;2,51554531;0,985294118;1,762758814;W;W;W;W;1300;0,27;3,113943352;-0,568636236
565;15;minpunt;7;0;0,2;-0,5;-0,5;346;0,994049114;2,515043417;0,988439306;1,799337447;W;W;W;W;1710;0,3;3,23299611;-0,522878745
566;15;onafgebroken;12;-0,4;0,4;-0,5;0,4;349;0,994295927;2,529941776;0,988538682;1,800533085;W;W;W;W;5840;0,69;3,766412847;-0,161150909
567;15;verdraagzaam;12;0,6;0;-0,8;-0,2;329;0,993903856;2,506529508;0,987841945;1,792203939;W;W;W;W;1800;0,14;3,255272505;-0,853871964
568;15;hetzelfde;9;0,8;0,7;0,3;0,3;350;0,99443834;2,538800616;0,988571429;1,800927641;W;W;W;W;107000;193,69;5,029383778;2,287107199
569;15;paniekzaaier;12;-0,8;0,8;-0,8;0;311;0,994509156;2,54328101;0,990353698;1,822837711;W;W;W;W;409;0,11;2,611723308;-0,958607315
570;15;onderkaak;9;0,4;0,1;-0,5;0,2;330;0,994114976;2,518964608;0,987878788;1,792641269;W;W;W;W;1500;0,32;3,176091259;-0,494850022
571;15;afbijten;8;0,2;-0,2;-0,6;0,4;330;0,994463505;2,540386886;0,987878788;1,792641269;W;W;W;W;1530;0,69;3,184691431;-0,161150909
572;15;doek;4;0,7;0,7;0,2;-0,1;288;0,994410407;2,537047283;0,989583333;1,813260408;W;W;W;W;24400;8,83;4,387389826;0,945960704
573;15;nietszeggend;12;-0,3;0,2;-0,4;-0,1;333;0,994480375;2,541453933;0,987987988;1,793939519;W;W;W;W;2170;0,5;3,336459734;-0,301029996
574;15;taal;4;0,1;0,8;0,3;-0,7;347;0,994355383;2,53361608;0,991354467;1,835534629;W;W;W;W;119000;36,29;5,075546961;1,559786968
575;15;vogelpoep;9;-0,7;0,8;0,4;-0,6;337;0,994491788;2,542177427;0,991097923;1,832251585;W;W;W;W;732;0,25;2,864511081;-0,602059991
576;15;excellentie;11;-0,5;0,8;-0,7;0,4;329;0,994083039;2,517058355;0,987841945;1,792203939;W;W;W;W;4410;12,74;3,644438589;1,105169428
577;15;dobberen;8;-0,6;0,3;-0,6;0;310;0,994507827;2,543196418;0,987096774;1,783431256;W;W;W;W;2040;0,48;3,309630167;-0,318758763
578;15;onderhoudend;12;-0,1;-0,8;0,3;0;337;0,994045772;2,514845471;0,991097923;1,832251585;W;W;W;W;19900;0,73;4,298853076;-0,13667714
579;15;wereldwonder;12;0,6;-0,8;0,2;0,7;309;0,994276583;2,528753663;0,990291262;1,822055256;W;W;W;W;2490;0,5;3,396199347;-0,301029996
580;15;zelfvoldaan;11;-0,7;0,5;0;-0,6;303;0,994341229;2,532738262;0,99009901;1,819652894;W;W;W;W;1270;0,73;3,103803721;-0,13667714
581;15;wasmiddel;9;0,5;0,2;-0,7;-0,9;315;0,994335961;2,532412065;0,987301587;1,785828787;W;W;W;W;1490;0,39;3,173186268;-0,408935393
582;15;bespreekbaar;12;0,7;0,6;0,1;-0,9;314;0,99432972;2,53202595;0,987261146;1,785354576;W;W;W;W;3020;0,43;3,480006943;-0,366531544
583;15;heterdaad;9;0,5;0,1;-0,6;-0,9;345;0,994268292;2,528245501;0,988405797;1,79893486;W;W;W;W;2660;0,55;3,424881637;-0,259637311
584;15;majoor;6;-0,4;0;-0,4;0,9;321;0,994056411;2,515475953;0,987538941;1,788620138;W;W;W;W;9310;52,8;3,968949681;1,722633923
585;15;vechtpartij;11;0,6;0,7;0,4;-0,9;340;0,994504881;2,543009032;0,991176471;1,833254678;W;W;W;W;3160;1,53;3,499687083;0,184691431
586;15;historie;8;0,6;0,8;0,2;-0,9;337;0,994444559;2,539192033;0,991097923;1,832251585;W;W;W;W;29100;3,25;4,463892989;0,511883361
587;15;terecht;7;0,5;0,8;0,2;-0,9;347;0,994240007;2,526516832;0,988472622;1,799738004;W;W;W;W;60400;44,89;4,781036939;1,652149605
588;15;bevolkt;7;-0,1;0;0,9;0,8;348;0,99388681;2,505542249;0,988505747;1,800136544;W;W;W;W;4710;0,59;3,673020907;-0,229147988
589;15;voorwaarde;10;-0,2;-0,8;1;0,7;323;0,994151948;2,521182885;0,990712074;1,827350686;W;W;W;W;22100;10,24;4,344392274;1,010299957
590;15;onaantrekkelijk;15;0,6;0,8;0,9;-0,8;329;0,994123323;2,519464377;0,987841945;1,792203939;W;W;W;W;2590;1,14;3,413299764;0,056904851
591;15;overwerkt;9;-0,7;1;-0,6;0,5;354;0,994547565;2,545732568;0,988700565;1,802486311;W;W;W;W;1760;1,05;3,245512668;0,021189299
592;15;verrassing;10;-0,3;1;0,3;0,7;320;0,994433756;2,538512353;0,990625;1,82625075;W;W;W;W;14800;60,83;4,170261715;1,784117816
593;15;welvarend;9;-0,6;1;0,4;0,3;353;0,994364394;2,534175966;0,988668555;1,802099547;W;W;W;W;2750;0,59;3,439332694;-0,229147988
594;15;glinsteren;10;-0,1;1;0,4;0,5;321;0,994305014;2,53050113;0,990654206;1,826619434;W;W;W;W;2320;0,53;3,365487985;-0,27572413
595;15;gala;4;0,4;1;-0,4;0,4;350;0,994283541;2,529180633;0,988571429;1,800927641;W;W;W;W;2600;1,56;3,414973348;0,193124598
596;15;gemoedelijk;11;-0,1;0,9;0,4;0;311;0,994276056;2,528721321;0,987138264;1,783916102;W;W;W;W;2960;0,16;3,471291711;-0,795880017
597;15;frustreren;10;-0,4;1;0,1;-0,2;340;0,993974103;2,510624111;0,988235294;1,796890903;W;W;W;W;1440;0,11;3,158362492;-0,958607315
598;15;razend;6;0,3;0,9;-0,8;0,3;330;0,994484343;2,54170533;0,990909091;1,829847623;W;W;W;W;7190;10,11;3,85672889;1,004751156
599;15;delicatesse;11;-0,4;1;-0,8;-0,6;299;0,994387816;2,535634939;0,989966555;1,818003845;W;W;W;W;1680;0,8;3,225309282;-0,096910013
600;15;anorexia;8;1;0,1;-0,7;0,4;313;0,994541255;2,545328745;0,987220447;1,784877739;W;W;W;W;2270;1,1;3,356025857;0,041392685
601;16;spelvorm;8;0;-0,1;-0,3;-0,6;358;0,993245806;2,470077241;0,988826816;1,804014395;W;W;W;W;1120;;3,049218023;
602;16;verbaasd;8;0,3;0,6;0,3;-0,4;312;0,993798999;2,500494632;0,987179487;1,784398255;W;W;W;W;25000;17,63;4,397940009;1,246252312
603;16;kwaad;5;0,6;0,8;0,4;-0,2;349;0,993481946;2,482781339;0,988538682;1,800533085;W;W;W;W;44600;157,83;4,649334859;2,198189557
604;16;leestempo;9;0;-0,3;-0,8;-0,3;334;0,993670819;2,493238942;0,988023952;1,794367749;W;W;W;W;1590;;3,201397124;
605;16;lat;3;0,1;0,5;-0,4;0,4;357;0,9933755;2,477005114;0,988795518;1,803635192;W;W;W;W;9610;2,01;3,982723388;0,303196057
606;16;griezelen;9;0,6;0,8;-0,8;0;329;0,993854881;2,503699466;0,987841945;1,792203939;W;W;W;W;3370;0,27;3,527629901;-0,568636236
607;16;ingetogen;9;0,2;0,1;-0,6;-0,6;318;0,993550765;2,486560339;0,987421384;1,787235889;W;W;W;W;4290;0,57;3,632457292;-0,244125144
608;16;sponsor;7;-0,8;0,2;-0,5;-0,8;352;0,993656708;2,492448209;0,985795455;1,768432446;W;W;W;W;2160;2,88;3,334453751;0,459392488
609;16;crematie;8;0;0,1;-0,4;-0,5;340;0,993595111;2,489014375;0,988235294;1,796890903;W;W;W;W;2710;0,96;3,432969291;-0,017728767
610;16;klinisch;8;-0,8;0,5;-0,2;-0,8;341;0,993433295;2,480131081;0,988269795;1,797303884;W;W;W;W;3750;1,49;3,574031268;0,173186268
611;16;reporter;8;0,5;0,3;0,5;-0,5;341;0,993630138;2,490963402;0,985337243;1,763244642;W;W;W;W;2680;3,43;3,428134794;0,53529412
612;16;routine;7;0,4;-0,3;-0,8;-0,1;334;0,993869636;2,504549988;0,988023952;1,794367749;W;W;W;W;5070;7,32;3,705007959;0,864511081
613;16;oorsmeer;8;0,5;0,2;-0,5;0,5;348;0,993603149;2,489460844;0,988505747;1,800136544;W;W;W;W;586;0,16;2,767897616;-0,795880017
614;16;admiraal;8;-0,2;0,5;0,2;0,7;327;0,993853879;2,503641797;0,990825688;1,828789206;W;W;W;W;9230;14,66;3,965201701;1,16613397
615;16;schouw;6;0,2;-0,1;-0,3;0,3;321;0,993368185;2,476611224;0,984423676;1,753040733;W;W;W;W;4620;0,55;3,664641976;-0,259637311
616;16;illegaal;8;-0,5;0,3;-0,4;0,5;360;0,9934533;2,481218707;0,988888889;1,804767251;W;W;W;W;5040;17,52;3,702430536;1,243534102
617;16;kerkstoel;9;0,5;0,3;-0,5;0,7;329;0,99354168;2,486059388;0,987841945;1,792203939;W;W;W;W;171;;2,23299611;
618;16;kei;3;0,5;0,3;-0,6;-0,8;335;0,993490173;2,483231234;0,988059701;1,794793749;W;W;W;W;4220;3,64;3,625312451;0,561101384
619;16;videocamera;11;-0,3;0,2;-0,5;-0,2;349;0,993516278;2,484662124;0,988538682;1,800533085;W;W;W;W;1600;1,65;3,204119983;0,217483944
620;16;zeemansgraf;11;0;0,2;-0,5;0,1;347;0,9937563;2,498063002;0,988472622;1,799738004;W;W;W;W;2800;0,34;3,447158031;-0,468521083
621;16;pashok;6;0,7;0,1;0,8;-0,3;344;0,99342844;2,479867551;0,985465116;1,764687628;W;W;W;W;129;;2,11058971;
622;16;handel;6;0,5;0,8;0,2;0,3;364;0,993319205;2,473983439;0,989010989;1,806251135;W;W;W;W;57700;26,05;4,761175813;1,415807728
623;16;laklaag;7;-0,4;0,3;-0,7;0,8;324;0,993250811;2,470342395;0,984567901;1,754639517;W;W;W;W;346;0,07;2,539076099;-1,15490196
624;16;pieken;6;-0,5;-0,8;0,2;-0,4;318;0,993222283;2,468833337;0,987421384;1,787235889;W;W;W;W;3390;1,19;3,530199698;0,075546961
625;16;bovenop;7;-0,4;0,4;-0,5;0,8;344;0,993789627;2,499959639;0,988372093;1,798530226;W;W;W;W;10300;21,15;4,012837225;1,325310372
626;16;aandoenlijk;11;0,8;0,6;0,6;0,7;350;0,993782566;2,499557022;0,985714286;1,767509992;W;W;W;W;4160;0,94;3,619093331;-0,026872146
627;16;goddelijk;9;-0,1;0,8;-0,8;0,7;332;0,993519785;2,484854765;0,987951807;1,793509041;W;W;W;W;4580;3,5;3,660865478;0,544068044
628;16;materieel;9;0,6;0,4;-0,6;-0,8;318;0,993456263;2,481380087;0,987421384;1,787235889;W;W;W;W;8750;1,53;3,942008053;0,184691431
629;16;uitsluiting;11;0,4;0,3;-0,5;-0,9;346;0,993521013;2,48492224;0,988439306;1,799337447;W;W;W;W;7940;0,57;3,899820502;-0,244125144
630;16;doorstrepen;11;-0,6;0,9;0,4;0,4;328;0,993727784;2,496447255;0,990853659;1,829143935;W;W;W;W;682;0,16;2,833784375;-0,795880017
631;16;percentage;10;0,5;0,9;-0,4;-0,5;339;0,993727014;2,496403745;0,98820059;1,796475794;W;W;W;W;20800;3,45;4,318063335;0,537819095
632;16;minder;6;0,6;0,9;0,1;0,5;307;0,993335053;2,474831769;0,986970684;1,781960335;W;W;W;W;162000;121,27;5,209515015;2,083753378
633;16;schuilhouden;12;-0,7;0,9;0,3;-0,6;342;0,993182645;2,466745852;0,988304094;1,797714754;W;W;W;W;1460;1,1;3,164352856;0,041392685
634;16;snijdend;8;0;0,7;-0,3;1;345;0,99384536;2,503151604;0,988405797;1,79893486;W;W;W;W;2060;0,07;3,31386722;-1,15490196
635;16;verduidelijken;14;0,4;0,9;0,2;-1;360;0,99348991;2,48321687;0,988888889;1,804767251;W;W;W;W;4020;0,96;3,604226053;-0,017728767
636;16;treiteren;9;0,2;-0,9;1;0,2;307;0,993279857;2,471884672;0,986970684;1,781960335;W;W;W;W;2430;1,62;3,385606274;0,209515015
637;16;doorprikken;11;0,9;0,2;-0,4;0,2;333;0,993191014;2,467185704;0,987987988;1,793939519;W;W;W;W;1790;0,14;3,252853031;-0,853871964
638;16;spion;5;1;0;-0,8;-0,8;307;0,993462705;2,481731119;0,986970684;1,781960335;W;W;W;W;5000;18,5;3,698970004;1,267171728
639;16;vaarwel;7;0,1;0,2;-0,4;1;339;0,993189862;2,467125131;0,98820059;1,796475794;W;W;W;W;5770;34,32;3,761175813;1,535547279
640;16;krokus;6;0,1;0,4;-0,5;-0,9;362;0,993149894;2,465029128;0,988950276;1,805512795;W;W;W;W;2010;0,05;3,303196057;-1,301029996
641;17;eigenbelang;11;0;0,2;-0,5;0,4;299;0,992752066;2,444734809;0,986622074;1,777913515;W;W;W;W;4850;1,49;3,685741739;0,173186268
642;17;kabeljauw;9;0,6;0,3;0,4;0;372;0,992289393;2,42233296;0,98655914;1,777186047;W;W;W;W;1680;1,01;3,225309282;0,004321374
643;17;asiel;5;0,4;0;0,6;0,6;343;0,992427231;2,428880135;0,985422741;1,76420903;W;W;W;W;3770;4,87;3,57634135;0,687528961
644;17;markering;9;0;0,2;-0,4;-0,1;342;0,992944993;2,454450382;0,988304094;1,797714754;W;W;W;W;1990;0,53;3,298853076;-0,27572413
645;17;bijstellen;10;0,2;0,5;0,4;0,1;330;0,992850474;2,449661624;0,984848485;1,757762792;W;W;W;W;2210;1,26;3,344392274;0,100370545
646;17;onbevestigd;11;-0,3;0,4;0,5;0,1;352;0,992763936;2,445325938;0,985795455;1,768432446;W;W;W;W;160;0,11;2,204119983;-0,958607315
647;17;levensduur;10;0,7;0,9;0,2;0,7;289;0,992258733;2,420890655;0,982698962;1,734259938;W;W;W;W;3030;0,62;3,481442629;-0,207608311
648;17;optie;5;0,5;0,4;-0,5;0,4;349;0,992629499;2,438680312;0,988538682;1,800533085;W;W;W;W;11500;11,21;4,06069784;1,049605613
649;17;detecteren;10;0;-1,3;0,6;-0,4;347;0,993104744;2,462674306;0,988472622;1,799738004;W;W;W;W;1340;0,48;3,127104798;-0,318758763
650;17;handhaven;9;-0,1;0,5;-0,3;-0,1;307;0,993061298;2,460421211;0,986970684;1,781960335;W;W;W;W;15300;4,41;4,184691431;0,644438589
651;17;grot;4;0,5;-0,1;-0,5;0,7;321;0,992346779;2,425046126;0,987538941;1,788620138;W;W;W;W;6950;17,45;3,841984805;1,241795431
652;17;nijdig;6;0,4;0,3;-0,4;0;342;0,992503751;2,432560239;0,988304094;1,797714754;W;W;W;W;4500;3,29;3,653212514;0,517195898
653;17;rotten;6;0,1;0,4;-0,4;0,3;326;0,992486001;2,431703654;0,987730061;1,790877946;W;W;W;W;3060;6,47;3,485721426;0,810904281
654;17;refrein;7;0;0,4;-0,4;1;360;0,992511934;2,43295574;0,986111111;1,772034148;W;W;W;W;3800;1,14;3,579783597;0,056904851
655;17;betasten;8;-0,4;0,6;0,9;0,3;327;0,9926935;2,441830631;0,987767584;1,791322296;W;W;W;W;1980;1,19;3,29666519;0,075546961
656;17;aandurven;9;-0,1;-0,1;-0,6;-0,5;358;0,992495126;2,432143781;0,988826816;1,804014395;W;W;W;W;2210;0,18;3,344392274;-0,744727495
657;17;index;5;-0,2;0,7;0,2;0;339;0,99300024;2,457275691;0,98820059;1,796475794;W;W;W;W;39400;0,39;4,595496222;-0,408935393
658;17;zeeleeuw;8;0,1;-0,8;0,7;0,2;359;0,99271085;2,442688835;0,988857939;1,804391744;W;W;W;W;1140;0,48;3,056904851;-0,318758763
659;17;versterking;11;0,8;0,5;-0,2;0;374;0,99266203;2,440278549;0,986631016;1,77801696;W;W;W;W;11800;14,96;4,071882007;1,174931594
660;17;staatsgrens;11;0,2;0,3;-0,4;0,9;351;0,993103932;2,462632094;0,985754986;1,767972345;W;W;W;W;547;0,87;2,737987326;-0,060480747
661;17;overtrekken;11;0,5;0,1;-0,5;0,7;351;0,992483337;2,431575218;0,985754986;1,767972345;W;W;W;W;1470;0,09;3,167317335;-1,045757491
662;17;douche;6;0,9;0,4;-0,4;-1;337;0,992216721;2,418922475;0,985163205;1,761286576;W;W;W;W;9100;22,25;3,959041392;1,347330015
663;17;stedeling;9;-0,6;0,8;-0,9;0,4;306;0,992948106;2,454609035;0,983660131;1,744650345;W;W;W;W;2070;0,46;3,315970345;-0,337242168
664;17;schouwburg;10;-0,9;1;-0,8;0;316;0,992930903;2,453732951;0,987341772;1,786300396;W;W;W;W;8130;0,73;3,910090546;-0,13667714
665;17;continentaal;12;-1;-0,3;-0,8;0,6;314;0,993120046;2,463470842;0,984076433;1,749209705;W;W;W;W;2200;0,18;3,342422681;-0,744727495
666;17;baviaan;7;1;0,3;-0,6;0,9;323;0,992506682;2,432701865;0,987616099;1,789530551;W;W;W;W;1520;1,74;3,181843588;0,240549248
667;17;wapperen;8;-0,4;0,7;1,1;-0,1;337;0,993045706;2,459615624;0,988130564;1,795639128;W;W;W;W;3010;1,17;3,478566496;0,068185862
668;17;gestreept;9;0,5;-0,7;1,1;0,7;359;0,992911638;2,452754014;0,988857939;1,804391744;W;W;W;W;2500;0,5;3,397940009;-0,301029996
669;17;disco;5;0,1;0,8;1,3;0,1;339;0,992751253;2,444694354;0,98820059;1,796475794;W;W;W;W;2610;3,98;3,416640507;0,599883072
670;17;hok;3;0,8;-0,4;-1,1;0;347;0,992674683;2,4409019;0,985590778;1,766109252;W;W;W;W;5560;4,41;3,745074792;0,644438589
