nr;Band;spelling;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
1087;28;immuun;6;0,1;1,1;-1,9;-1,4;328;0,968184005;1,854749616;0,951219512;1,465872861;W;W;W;W;2350;3,96;3,371067862;0,597695186
1088;28;concurreren;11;1,8;-3,2;2,1;3,1;321;0,965948322;1,824322331;0,953271028;1,480330578;W;W;W;W;3870;1,42;3,587710965;0,152288344
1089;28;afgrijzen;9;-3.4;1.9;-4.8;-0.4;335;0,964062427;1,799908127;0,946268657;1,432189653;W;W;W;W;4230;0,37;3,626340367;-0,431798276
1090;28;groothartig;11;1,1;-3,3;-2,3;-0,3;360;0,967877507;1,85047591;0,952777778;1,476826235;W;W;W;W;191;0,07;2,281033367;-1,15490196
1091;28;dennenappel;11;-2,9;1,1;-1,1;1,3;377;0,965358885;1,816574897;0,952254642;1,473129277;W;W;W;W;686;0,41;2,836324116;-0,387216143
1092;28;daarentegen;11;2,3;1,1;-3;-0,7;304;0,968362055;1,857247917;0,953947368;1,485165457;W;W;W;W;41400;3,52;4,617000341;0,546542663
1093;28;fietsrit;8;2,4;0,5;1,5;0,3;336;0,967881382;1,850529742;0,952380952;1,474020059;W;W;W;W;121;;2,08278537;
1094;28;neerdalen;9;2,7;0,9;-2,7;-2,2;316;0,968400578;1,857789983;0,949367089;1,45307644;W;W;W;W;1750;0,96;3,243038049;-0,017728767
1095;28;onderrichten;12;2,8;1,5;-3,2;-2;345;0,967470766;1,844856143;0,950724638;1,462430822;W;W;W;W;1360;0,14;3,133538908;-0,853871964
1096;28;aanhaling;9;1,9;-2,6;-1,5;-1,8;346;0,964793809;1,809248658;0,950867052;1,463419591;W;W;W;W;1480;;3,170261715;
1097;28;onstuimig;9;-1,9;1,8;2,4;-0,6;337;0,968434116;1,85826235;0,952522255;1,475017959;W;W;W;W;4340;0,98;3,63748973;-0,008773924
1098;28;gashendel;9;0,9;0,8;-2,8;0,6;315;0,964165058;1,801209379;0,946031746;1,430618151;W;W;W;W;250;0,14;2,397940009;-0,853871964
1099;28;verbluft;8;2,2;-0,2;-2,1;-0,6;319;0,964826119;1,809664944;0,952978056;1,478246945;W;W;W;W;3720;0,3;3,57054294;-0,522878745
1100;28;vechthaan;9;2;-2,4;-2,9;-0,2;354;0,965749176;1,821692558;0,949152542;1,451609666;W;W;W;W;2980;;3,474216264;
1101;28;alchemie;8;-3,2;2;-0,1;2,1;369;0,965649474;1,820380688;0,948509485;1,447231924;W;W;W;W;3070;0,46;3,487138375;-0,337242168
1102;28;godsleer;8;-2;-1,6;-4;-0,7;345;0,965215632;1,81470838;0,950724638;1,462430822;W;W;W;W;717;;2,855519156;
1103;28;opdeling;8;1.2;-3.9;-4.7;0.2;339;0,967870436;1,850377717;0,95280236;1,477000452;W;W;W;W;2510;;3,399673721;
1104;28;veehoeder;9;1,7;3,8;-1,9;1,1;341;0,966616591;1,833240467;0,947214076;1,438496411;W;W;W;W;267;;2,426511261;
1105;28;toevoeren;9;-2,7;-3,7;-1,9;-0,5;322;0,965339725;1,816324889;0,950310559;1,459564005;W;W;W;W;125;;2,096910013;
1106;28;inhalatie;9;-3,4;3,6;1;-2,4;307;0,967369596;1,843467322;0,951140065;1,465319106;W;W;W;W;314;;2,496929648;
1107;28;bovenhalen;10;3,3;3,6;-2,7;2,3;360;0,964410327;1,804331558;0,947222222;1,438551;W;W;W;W;849;0,25;2,92890769;-0,602059991
1108;28;vuilmaken;9;-1,3;3,6;-3,6;-0,8;315;0,968365308;1,857293674;0,946031746;1,430618151;W;W;W;W;546;0,27;2,737192643;-0,568636236
1109;28;stookhout;9;-3,7;-1,7;-2,3;-1,7;324;0,967798511;1,849379881;0,950617284;1,461686419;W;W;W;W;111;;2,045322979;
1110;28;emigrante;9;-2;2,4;2,2;0,1;360;0,96674001;1,834903567;0,95;1,457421739;W;W;W;W;5210;;3,716837723;
1111;28;invoegsel;9;3,7;0,8;0,3;2,1;345;0,963627034;1,794421411;0,944927536;1,423339778;W;W;W;W;10;;1;
1112;28;druppen;7;-3,8;1;-3,3;-0,2;334;0,967413439;1,844068752;0,952095808;1,472010789;W;W;W;W;1070;0,11;3,029383778;-0,958607315
1113;28;eikenboom;9;-3,8;-3,6;0,9;-0,4;331;0,966449255;1,83099365;0,951661631;1,468962723;W;W;W;W;1780;0,34;3,250420002;-0,468521083
1114;28;copiloot;8;-0,1;2,7;-3,3;-1,8;347;0,964597239;1,80672273;0,945244957;1,42542432;W;W;W;W;529;1,14;2,723455672;0,056904851
1115;28;klimnet;7;0,4;0,4;-3,5;2,2;348;0,964218768;1,801891582;0,948275862;1,445648336;W;W;W;W;10;;1;
1116;28;huurbasis;9;0,4;3,3;-2,6;0;315;0,965645361;1,820326637;0,93968254;1,38975537;W;W;W;W;78;0,07;1,892094603;-1,15490196
1117;28;loshaken;8;1,1;0,5;-3,6;2,6;355;0,967580284;1,846363576;0,952112676;1,472129482;W;W;W;W;99;0,09;1,995635195;-1,045757491
1118;28;toehoren;8;-3,4;3,3;-4,2;-1,1;328;0,967151793;1,840489439;0,951219512;1,465872861;W;W;W;W;217;0,02;2,336459734;-1,698970004
1119;28;homogeniteit;12;0,3;4,3;-2,4;-0,9;350;0,968701396;1,862041734;0,954285714;1,487597236;W;W;W;W;1990;;3,298853076;
1120;28;verhoorder;10;-2,3;0,8;-3,6;-4,1;333;0,963925639;1,798178521;0,945945946;1,430049883;W;W;W;W;262;;2,418301291;
1121;29;betuiging;9;1,6;3;2,8;-1,7;347;0,960930852;1,761591762;0,945244957;1,42542432;W;W;W;W;864;;2,936513742;
1122;29;irriterend;10;3,5;2,1;-3,4;-0,8;347;0,961719569;1,770999036;0,945244957;1,42542432;W;W;W;W;705;0,16;2,848189117;-0,795880017
1123;29;afspringen;10;3,2;-1,6;-3,4;-1,2;330;0,960311325;1,754310306;0,948484848;1,447064756;W;W;W;W;624;0,27;2,79518459;-0,568636236
1124;29;kieuw;5;-0,6;2,4;-3,4;-3,1;341;0,960668951;1,758502194;0,944281525;1,419116334;W;W;W;W;1520;0,02;3,181843588;-1,698970004
1125;29;smoking;7;2.4;3.4;-2.9;0.8;305;0,963365584;1,791152468;0,947540984;1,440690531;W;W;W;W;2660;5,58;3,424881637;0,746634199
1126;29;toonval;7;-2,8;-0,3;2,2;-2,5;356;0,959013047;1,73934608;0,941011236;1,398114615;W;W;W;W;185;;2,267171728;
1127;29;naspreken;9;-0,6;0,9;-0,1;-1,9;347;0,96281265;1,784301417;0,942363112;1,406721167;W;W;W;W;252;;2,401400541;
1128;29;omblazen;8;-1,2;3,3;-0,2;1,7;305;0,963460085;1,792331817;0,944262295;1,418991002;W;W;W;W;18;0,02;1,255272505;-1,698970004
1129;29;wervelen;8;-0,9;1,2;-1,1;-0,2;322;0,961883439;1,772973354;0,944099379;1,417930077;W;W;W;W;1010;0,09;3,004321374;-1,045757491
1130;29;opdroging;9;-3,4;2;2;-0,6;333;0,958060701;1,728611792;0,936936937;1,372782992;W;W;W;W;53;;1,72427587;
1131;29;ruggenwervel;12;-3,1;-3,5;1,9;-0,7;352;0,958783568;1,73674119;0,943181818;1,411984431;W;W;W;W;196;0,5;2,292256071;-0,301029996
1132;29;reflectief;10;0;0,2;1,1;-0,1;350;0,959218864;1,741692463;0,94;1,391743779;W;W;W;W;1210;;3,08278537;
1133;29;grindpad;8;-1,7;-0,4;-0,7;0,7;320;0,963544861;1,793391926;0,95;1,457421739;W;W;W;W;1020;;3,008600172;
1134;29;asymmetrisch;12;1,6;2,8;-2,6;1,7;339;0,958283958;1,731110358;0,94100295;1,398062181;W;W;W;W;1340;0,25;3,127104798;-0,602059991
1135;29;liaan;5;-1,3;0,8;0,6;1,5;338;0,963038211;1,787086074;0,946745562;1,435363884;W;W;W;W;556;0,3;2,745074792;-0,522878745
1136;29;ereplicht;9;-3,3;-2,6;-1,7;-1;343;0,962140093;1,776079501;0,941690962;1,402429022;W;W;W;W;481;;2,682145076;
1137;29;rechtszaak;10;-0,3;2;-1,5;-3;340;0,961013748;1,762573183;0,947058824;1,437456814;W;W;W;W;4630;11,73;3,665580991;1,069298012
1138;29;vleien;6;0,9;0,7;2,7;-1;332;0,962473166;1,780136233;0,948795181;1,449173426;W;W;W;W;1520;1,49;3,181843588;0,173186268
1139;29;zwever;6;-0,2;-2,9;0,6;-2,1;330;0,959670979;1,746880652;0,939393939;1,387952482;W;W;W;W;547;0,21;2,737987326;-0,677780705
1140;29;wetteloos;9;-3,2;3,3;-0,9;0,4;338;0,958495686;1,733489912;0,937869822;1,378505285;W;W;W;W;846;0,11;2,927370363;-0,958607315
1141;29;openduwen;9;0,7;-0,9;-1,4;-3,8;339;0,96268063;1,782677972;0,946902655;1,43641265;W;W;W;W;175;;2,243038049;
1142;29;chagrijnig;10;2,5;0,2;-4;-0,5;337;0,96162845;1,769904204;0,946587537;1,434310485;W;W;W;W;3210;3,48;3,506505032;0,541579244
1143;29;heerszuchtig;12;0,3;2,6;-3,8;-2,9;355;0,959666896;1,746833592;0,943661972;1,41508951;W;W;W;W;629;0,07;2,798650645;-1,15490196
1144;29;ongelaagd;9;-1,9;0,3;-4,3;-2,2;317;0,959136145;1,740748293;0,943217666;1,412215781;W;W;W;W;5;;0,698970004;
1145;29;dijkweg;7;0,1;4,3;-2,4;2,9;357;0,957994273;1,727870447;0,93837535;1,381625127;W;W;W;W;303;;2,481442629;
1146;29;nevenschikking;14;1,2;3,8;-3,3;-3,1;345;0,960350169;1,754764124;0,939130435;1,386310297;W;W;W;W;1330;;3,123851641;
1147;29;hernieuwen;10;2,2;4,2;-4,2;-0,4;311;0,962277668;1,77775158;0,942122186;1,405179711;W;W;W;W;1170;0,32;3,068185862;-0,494850022
1148;29;goedgehumeurd;13;-2,9;3,7;-4;-1;337;0,960917211;1,761430437;0,943620178;1,414818694;W;W;W;W;641;0,27;2,80685803;-0,568636236
1149;29;nazomers;8;-2,6;4,2;-4;1,9;355;0,959404598;1,743818155;0,938028169;1,37948107;W;W;W;W;77;;1,886490725;
1150;29;kerkraad;8;3,5;4,1;4;1,5;343;0,959341886;1,74309955;0,941690962;1,402429022;W;W;W;W;239;0,11;2,378397901;-0,958607315
1151;29;observant;9;-3,8;0,8;0,2;2;352;0,963524067;1,793131708;0,943181818;1,411984431;W;W;W;W;2280;0,07;3,357934847;-1,15490196
1152;29;continu;7;3,6;1;-1,4;0;336;0,96136563;1,766758153;0,943452381;1,413732442;W;W;W;W;7840;4,62;3,894316063;0,664641976
1153;29;basket;6;4,3;3;-1,2;-2,9;327;0,960644021;1,758208975;0,944954128;1,423514175;W;W;W;W;1720;1,62;3,235528447;0,209515015
1154;29;tennisnet;9;4,1;1,9;-3,4;2,1;340;0,961741923;1,771267953;0,947058824;1,437456814;W;W;W;W;6;;0,77815125;
1155;29;boomzaag;8;3,9;3,4;-4;2,2;337;0,959289424;1,742499087;0,940652819;1,395850087;W;W;W;W;70;;1,84509804;
1156;29;incalculeren;12;4,3;3,8;-0,3;-3,8;358;0,958912289;1,738200887;0,941340782;1,400203079;W;W;W;W;312;0,09;2,494154594;-1,045757491
1157;29;ongewogen;9;-2,5;3,1;0,4;3,3;355;0,961136231;1,764026381;0,94084507;1,397063867;W;W;W;W;305;;2,484299839;
1158;29;inpraten;8;2;-0,2;0,3;3,5;313;0,958866974;1,737686597;0,939297125;1,387348688;W;W;W;W;459;0,37;2,661812686;-0,431798276
1159;29;schouwing;9;0,6;3,6;-3,3;-0,7;326;0,958230232;1,730508091;0,938650307;1,383327671;W;W;W;W;995;;2,997823081;
1160;29;opzicht;7;3,6;2,8;-1,6;-0,6;322;0,958595719;1,734617592;0,940993789;1,398004216;W;W;W;W;32800;3,98;4,515873844;0,599883072
1161;30;filtratie;9;-1,2;-1;-3,5;0,5;298;0,952375831;1,66833957;0,926174497;1,309785362;W;W;W;W;245;;2,389166084;
1162;30;nazingen;8;0,4;-0,9;-3,2;-0,6;330;0,95665837;1,713159177;0,936363636;1,369288565;W;W;W;W;420;;2,62324929;
1163;30;leerpunt;8;-1,2;2,7;0,9;-0,1;318;0,956459374;1,710999245;0,940251572;1,393323417;W;W;W;W;597;;2,775974331;
1164;30;onaannemelijk;13;1,3;-2,4;-0,7;-0,5;332;0,954744866;1,692712171;0,93373494;1,353475993;W;W;W;W;1500;;3,176091259;
1165;30;immens;6;1,9;0,9;-4;0,3;340;0,957253722;1,719669386;0,938235294;1,380759431;W;W;W;W;4030;1,12;3,605305046;0,049218023
1166;30;goedwillig;10;-0,6;-2,7;0,2;0,7;340;0,957733095;1,724964838;0,944117647;1,418048962;W;W;W;W;179;;2,252853031;
1167;30;balseming;9;-2,8;1,9;0,2;-1,4;324;0,955019459;1,695603034;0,938271605;1,380983771;W;W;W;W;343;0,18;2,53529412;-0,744727495
1168;30;denkkader;9;2,8;2,3;-2,8;-1,3;355;0,955299015;1,698560786;0,932394366;1,345540647;W;W;W;W;1730;;3,238046103;
