nr;Band;spelling;randomisation;selection;Etymology;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
296;8;socialist;0,125126554;1;;9;0,2;-0,6;0,3;-0,5;352;0,997291382;2,7811161;0,994318182;1,874980149;W;W;W;W;6370;0,69;3,804139432;-0,161150909
311;8;worm;0,160557183;1;;4;0,6;-0,7;0,2;-0,8;362;0,997546991;2,813140653;0,994475138;1,877152194;W;W;W;W;3670;9,1;3,564666064;0,959041392
320;8;ovaal;0,253162593;1;;5;0,3;-0,7;-0,7;-0,4;335;0,997374475;2,791215428;0,994029851;1,871012968;W;W;W;W;2940;0,32;3,46834733;-0,494850022
289;8;studeren;0,32566196;1;;8;-0,3;-0,7;0,3;-0,3;331;0,997340804;2,787088667;0,993957704;1,870024883;W;W;W;W;13000;31,21;4,113943352;1,494293769
295;8;trillen;0,421126354;1;;7;-0,1;-0,7;0,4;0;322;0,997534164;2,811463305;0,99378882;1,867719048;W;W;W;W;7230;5,12;3,859138297;0,709269961
298;8;bovenbeen;0,455187735;1;;9;-0,4;0;0;-0,4;318;0,997411671;2,795830228;0,996855346;1,911231459;W;W;W;W;1470;0,37;3,167317335;-0,431798276
285;8;gasleiding;0,459184823;1;;10;0,2;-0,7;0,3;0,1;340;0,997234877;2,774406906;0,994117647;1,87221785;W;W;W;W;430;0,43;2,633468456;-0,366531544
315;8;hartslag;0,583415459;1;;8;-0,2;0,8;-0,7;0;339;0,997516373;2,809149781;0,994100295;1,871979501;W;W;W;W;5970;11,18;3,775974331;1,048441804
288;8;eigen;0,623823848;1;;5;0,3;-0,7;0,3;-0,4;330;0,997483675;2,804936434;0,993939394;1,869774409;W;W;W;W;220000;355,96;5,342422681;2,551401198
292;8;bijleggen;0,676392682;1;;9;0,6;-0,6;0,2;0,6;383;0,997371118;2,790801879;0,994778068;1,881369513;W;W;W;W;1090;1,21;3,037426498;0,08278537
291;8;recreatief;0,722575957;1;;10;0;0;0;0;302;0,997459948;2,801910032;0,996688742;1,908772927;W;W;W;W;1820;0,18;3,260071388;-0,744727495
281;8;luxe;0,776912555;1;;4;0,7;-0,7;0,4;0,6;344;0,997406092;2,795134327;0,994186047;1,873158424;W;W;W;W;14400;10,11;4,158362492;1,004751156
300;8;wandelstok;0,800629814;1;;10;0,3;-0,7;0,3;-0,5;334;0,997341893;2,787221445;0,994011976;1,870767995;W;W;W;W;4360;0,78;3,639486489;-0,107905397
305;8;bij;0,818631347;1;;3;0,2;-0,7;0,3;-0,5;346;0,99725139;2,776354646;0,994219653;1,873621163;W;W;W;W;155000;2465,94;5,190331698;3,391982505
309;8;dolfijn;0,961340688;1;;7;0,7;-0,7;0,4;-0,7;337;0,997473705;2,803661612;0,991097923;1,832251585;W;W;W;W;3700;1,9;3,568201724;0,278753601
308;8;construeren;0,992737644;1;;11;-0,1;-0,7;0,3;0,7;320;0,997236425;2,774589072;0,99375;1,867190427;W;W;W;W;3500;0,21;3,544068044;-0,677780705
325;9;verklaren;0,014811453;1;;9;-0,1;-0,6;-0,6;-0,8;372;0,99706159;2,754576183;0,994623656;1,879215649;W;W;W;W;31600;21,31;4,499687083;1,32858345
331;9;versie;0,070894986;1;;6;0,7;-0,8;0,1;0,6;346;0,997055396;2,753887059;0,994219653;1,873621163;W;W;W;W;35900;12,74;4,555094449;1,105169428
322;9;breken;0,116012922;1;;6;-0,7;-0,7;0,3;-0,4;343;0,997195396;2,769792137;0,994169096;1,872925182;W;W;W;W;18300;44;4,26245109;1,643452676
328;9;veldtocht;0,205316642;1;;9;0,6;0,6;0,2;-0,1;330;0,996993943;2,747119977;0,990909091;1,829847623;W;W;W;W;4620;0,59;3,664641976;-0,229147988
341;9;tocht;0,260963063;1;;5;0,6;-0,8;0;-0,1;347;0,997160194;2,765726679;0,994236311;1,873850682;W;W;W;W;19400;9,54;4,28780173;0,979548375
323;9;deelwoord;0,301116218;1;;9;0;0;0;0;345;0,99701284;2,749187514;0,994202899;1,873390414;W;W;W;W;2110;;3,324282455;
339;9;zonsverduistering;0,406040566;1;;17;0,2;-0,7;0,4;-0,3;346;0,997046302;2,752877705;0,994219653;1,873621163;W;W;W;W;1820;0,85;3,260071388;-0,070581074
344;9;adresboek;0,467506865;1;;9;-0,2;-0,7;0,2;-0,1;348;0,996954411;2,7428323;0,994252874;1,874078979;W;W;W;W;1450;0,8;3,161368002;-0,096910013
348;9;toewensen;0,487362355;1;;9;-0,6;-0,8;0,3;0,4;329;0,996904274;2,737466038;0,993920973;1,869522531;W;W;W;W;1670;0,62;3,222716471;-0,207608311
349;9;toestel;0,543315898;1;;7;0,2;-0,8;0,1;-0,6;342;0,996888703;2,735815283;0,994152047;1,87269068;W;W;W;W;7900;16,33;3,897627091;1,212986185
337;9;microscoop;0,608497102;1;;10;0,6;-0,7;0,2;-0,1;350;0,997018705;2,749831629;0,994285714;1,874531948;W;W;W;W;2540;1,92;3,404833717;0,283301229
324;9;verkering;0,649093379;1;;9;-0,1;-0,7;0,3;0;346;0,997027739;2,750825953;0,994219653;1,873621163;W;W;W;W;3010;5,26;3,478566496;0,720985744
354;9;gevoeligheid;0,671638381;1;;12;-0,2;0,7;-0,8;0;319;0,997156218;2,765270308;0,993730408;1,866923829;W;W;W;W;5360;1,76;3,72916479;0,245512668
335;9;vissersboot;0,720435292;1;;11;-0,1;-0,6;-0,6;-0,1;344;0,996955039;2,742900027;0,994186047;1,873158424;W;W;W;W;1860;1,33;3,269512944;0,123851641
326;9;tafelblad;0,766150848;1;;9;0,2;0,6;-0,7;-0,3;358;0,996957246;2,743138157;0,994413408;1,876296881;W;W;W;W;3600;0,14;3,556302501;-0,853871964
343;9;verleden;0,873550203;1;;8;0,2;-0,8;0,2;-0,5;345;0,997002959;2,748104919;0,994202899;1,873390414;W;W;W;W;86900;68,54;4,939019776;1,8359441
355;9;bloedgroep;0,922989942;1;;10;0,3;0,7;-0,8;0,2;352;0,997141851;2,763626189;0,994318182;1,874980149;W;W;W;W;1440;3,18;3,158362492;0,50242712
342;9;betreffen;0,957078117;1;;9;-0,7;-0,7;0,5;0,4;309;0,997097041;2,758545772;0,993527508;1,864170714;W;W;W;W;9580;0,32;3,981365509;-0,494850022
358;9;slechts;0,964988349;1;;7;0,2;0,8;-0,7;0,2;340;0,99706463;2,754914907;0,994117647;1,87221785;W;W;W;W;150000;87,95;5,176091259;1,944235844
332;9;prima;0,993148337;1;;5;0,2;-0,7;0,3;-0,5;360;0,997009333;2,748802954;0,994444444;1,876726741;W;W;W;W;28700;276,79;4,457881897;2,442150396
381;10;zelfcontrole;0,005491942;1;;12;-0,1;-0,6;-0,6;0,8;354;0,996680792;2,714458821;0,994350282;1,875423656;W;W;W;W;1330;0,41;3,123851641;-0,387216143
374;10;diepte;0,025427595;1;;6;0,3;-0,7;0,3;-0,5;344;0,996638544;2,710266699;0,994186047;1,873158424;W;W;W;W;15300;6,95;4,184691431;0,841984805
375;10;uitpluizen;0,055325342;1;;10;0,1;0,6;-0,7;-0,6;370;0,996853686;2,732130126;0,994594595;1,878811251;W;W;W;W;1520;0,64;3,181843588;-0,193820026
377;10;bereiken;0,083569203;1;;8;0,7;-0,7;0,2;0,6;329;0,996697045;2,716084295;0,993920973;1,869522531;W;W;W;W;47800;64,42;4,679427897;1,80902072
384;10;hemels;0,137757566;1;;6;0,2;0,6;-0,8;-0,5;344;0,996716763;2,718065971;0,99127907;1,834567705;W;W;W;W;7780;4,78;3,890979597;0,679427897
395;10;meetkundig;0,194003506;1;;10;0,7;-0,8;0,2;-0,8;324;0,996816626;2,728269932;0,99382716;1,868241655;W;W;W;W;852;0,05;2,930439595;-1,301029996
391;10;ontvanger;0,22474367;1;;9;0,2;-0,8;0;0;355;0,996674441;2,713825535;0,994366197;1,875643672;W;W;W;W;6460;3,59;3,810232518;0,555094449
361;10;verslag;0,244557768;1;;7;-0,2;-0,8;0,1;0,7;324;0,996720592;2,718452066;0,99382716;1,868241655;W;W;W;W;47100;24,15;4,673020907;1,382917135
364;10;luisteren;0,363851391;1;;9;0,6;-0,7;0,2;-0,1;360;0,996842762;2,730988101;0,994444444;1,876726741;W;W;W;W;28300;99,41;4,451786436;1,997430074
363;10;afsterven;0,368042555;1;;9;0,7;-0,7;0,2;-0,1;335;0,996692129;2,715591911;0,994029851;1,871012968;W;W;W;W;2710;0,39;3,432969291;-0,408935393
394;10;opdragen;0,421510558;1;;8;0,6;0,8;0,4;-0,2;331;0,996576199;2,704166246;0,990936556;1,830196615;W;W;W;W;2660;1,92;3,424881637;0,283301229
376;10;maand;0,437172088;1;;5;0,7;-0,7;0,4;-0,7;336;0,996818619;2,728476502;0,994047619;1,871256594;W;W;W;W;57600;93,64;4,760422483;1,971461405
386;10;wachttoren;0,494329453;1;;10;-0,1;0;0,8;0,8;343;0,996869335;2,733772488;0,994169096;1,872925182;W;W;W;W;2490;0,43;3,396199347;-0,366531544
378;10;fietsbel;0,573203218;1;;8;0,2;-0,6;0,3;0,2;367;0,996620612;2,708501727;0,994550409;1,878196978;W;W;W;W;957;;2,980911938;
373;10;sterveling;0,657330134;1;;10;-0,1;-0,6;-0,6;0,1;354;0,996623519;2,708787307;0,994350282;1,875423656;W;W;W;W;3210;2,13;3,506505032;0,328379603
398;10;treuzelen;0,682107869;1;;9;-0,5;-0,7;-0,7;0,4;354;0,99687492;2,734360374;0,994350282;1,875423656;W;W;W;W;1430;1,56;3,155336037;0,193124598
382;10;blijkbaar;0,768352375;1;;9;0,3;0,5;-0,8;0,2;345;0,9967594;2,722388005;0,994202899;1,873390414;W;W;W;W;46800;62,2;4,670245853;1,793790385
396;10;poetsen;0,826189935;1;;7;-0,1;-0,8;0,2;0,8;314;0,996792612;2,725790207;0,993630573;1,865567424;W;W;W;W;5080;8,14;3,705863712;0,910624405
400;10;geheim;0,912268054;1;;6;0,3;0,7;-0,8;0,4;321;0,996864095;2,733221708;0,99376947;1,867455495;W;W;W;W;36500;101,76;4,562292864;2,007577098
393;10;treinreis;0,938361549;1;;9;-0,5;-0,8;0,2;-0,6;318;0,996598482;2,706335099;0,993710692;1,866655688;W;W;W;W;2890;0,41;3,460897843;-0,387216143
411;11;geladen;0,008694777;1;;7;0,3;-0,7;0,4;0,4;341;0,996396335;2,687109592;0,994134897;1,872454906;W;W;W;W;9100;13,56;3,959041392;1,13225969
438;11;schelp;0,06389467;1;;6;0,2;0,7;-0,7;-0,5;337;0,996535688;2,70025556;0,994065282;1,871498884;W;W;W;W;4340;1,35;3,63748973;0,130333768
428;11;mislukken;0,089074322;1;;9;-0,1;-0,8;0,1;0,6;315;0,996214239;2,670602677;0,993650794;1,865841873;W;W;W;W;6050;3,48;3,781755375;0,541579244
416;11;kunstmest;0,183754837;1;;9;-0,7;-0,6;0,3;0,4;374;0,996469752;2,693977341;0,994652406;1,879616024;W;W;W;W;2500;1,07;3,397940009;0,029383778
424;11;voorschieten;0,202669255;1;;12;0,3;-0,8;0,1;0,3;332;0,996423044;2,689593428;0,990963855;1,830543725;W;W;W;W;484;0,41;2,684845362;-0,387216143
405;11;buitenschools;0,34470809;1;;13;-0,1;0,6;0,2;0,1;330;0,996457011;2,692776358;0,990909091;1,829847623;W;W;W;W;464;0,05;2,666517981;-1,301029996
404;11;ondervragen;0,36187924;1;;11;0;0;0;0;326;0,996184138;2,667942816;0,993865031;1,868758351;W;W;W;W;2990;13,95;3,475671188;1,144574208
427;11;gereserveerd;0,461355629;1;;12;0,3;-0,8;0,1;0,3;340;0,996255089;2,674242728;0,991176471;1,833254678;W;W;W;W;7450;8,8;3,872156273;0,944482672
403;11;psycholoog;0,502427988;1;;10;-0,5;-0,8;0,2;0,4;311;0,996438072;2,69099825;0,993569132;1,864734349;W;W;W;W;5050;5,21;3,703291378;0,716837723
425;11;alvast;0,511992913;1;;6;0,3;-0,8;0,2;-0,4;316;0,996417267;2,689054748;0,993670886;1,866114724;W;W;W;W;11900;12,17;4,075546961;1,085290578
413;11;schildpad;0,544816258;1;;9;-0,6;-0,6;0,5;-0,3;346;0,996505279;2,697346842;0,994219653;1,873621163;W;W;W;W;3120;4,37;3,494154594;0,640481437
431;11;herenhuis;0,611109499;1;;9;-0,2;-0,7;0,2;-0,7;360;0,996388942;2,686424982;0,994444444;1,876726741;W;W;W;W;3380;1,14;3,5289167;0,056904851
412;11;lastpost;0,645555058;1;;8;-0,6;0,6;0,1;0,7;382;0,996435182;2,690727675;0,992146597;1,845798517;W;W;W;W;2210;2,81;3,344392274;0,44870632
439;11;roeiboot;0,730297225;1;;8;0,4;-0,7;0,8;0,1;395;0,996517423;2,698505729;0,992405063;1,849190017;W;W;W;W;3450;0,96;3,537819095;-0,017728767
417;11;levensles;0,742684927;1;;9;-0,2;-0,7;0,3;-0,3;347;0,996505809;2,697397338;0,994236311;1,873850682;W;W;W;W;2040;0,3;3,309630167;-0,522878745
434;11;decoratie;0,770117092;1;;9;0,7;-0,7;0,2;-0,7;345;0,996475836;2,694552255;0,994202899;1,873390414;W;W;W;W;5440;1,07;3,7355989;0,029383778
435;11;uitglijden;0,829993932;1;;10;0,5;0,7;0,1;-0,8;346;0,996454196;2,692511531;0,99132948;1,835213994;W;W;W;W;901;0,37;2,954724791;-0,431798276
415;11;menselijkheid;0,899718965;1;;13;0,2;-0,7;0,4;-0,5;340;0,99648634;2,695546849;0,994117647;1,87221785;W;W;W;W;4400;3,57;3,643452676;0,552668216
418;11;atoom;0,969690505;1;;5;-0,4;0,4;-0,3;0,6;375;0,996479572;2,694905677;0,989333333;1,810187814;W;W;W;W;2650;1,14;3,423245874;0,056904851
401;11;moeite;0,977900555;1;;6;0,6;-0,7;0,2;0,6;347;0,996478569;2,694810716;0,994236311;1,873850682;W;W;W;W;69900;68,6;4,844477176;1,836324116
457;12;blik;0,001392616;1;;4;0,3;-0,6;-0,6;-0,3;358;0,995807796;2,636184665;0,991620112;1,838955118;W;W;W;W;90100;36,27;4,954724791;1,559547556
466;12;stoofvlees;0,064057145;1;;10;0,5;0,8;0,2;0;349;0,995951675;2,648012607;0,991404011;1,836170946;W;W;W;W;1250;0,21;3,096910013;-0,677780705
476;12;splitsing;0,15371994;1;;9;0,2;0,8;-0,7;0,3;339;0,995686456;2,626488607;0,991150442;1,832922082;W;W;W;W;5270;0,98;3,721810615;-0,008773924
453;12;sommige;0,206354357;1;;7;0,2;-0,6;0,5;0,5;358;0,995995785;2,651714179;0,991620112;1,838955118;W;W;W;W;98100;93,74;4,991669007;1,971924949
450;12;onvervangbaar;0,246850666;1;;13;0,1;0,7;0,3;0,5;364;0,996016245;2,653443545;0,991758242;1,840742241;W;W;W;W;2000;1,46;3,301029996;0,164352856
441;12;compleet;0,268926325;1;;8;-0,4;0,8;-0,8;-0,8;316;0,996002803;2,652306506;0,990506329;1,82475523;W;W;W;W;23300;34,19;4,367355921;1,533899101
445;12;versieren;0,302977915;1;;9;0,7;-0,7;0,3;-0,1;333;0,995720351;2,629172303;0,990990991;1,830888969;W;W;W;W;4410;16,3;3,644438589;1,212187604
444;12;dreigbrief;0,370743137;1;;10;-0,1;-0,8;0,1;-0,1;332;0,99599717;2,651831041;0,990963855;1,830543725;W;W;W;W;1800;0,25;3,255272505;-0,602059991
471;12;overmatig;0,427314679;1;;9;0,7;-0,8;0,2;0,5;339;0,99609927;2,660543753;0,994100295;1,871979501;W;W;W;W;2610;0,48;3,416640507;-0,318758763
451;12;noordpool;0,505793808;1;;9;0,1;0,8;0,4;0,3;345;0,995835035;2,6383958;0,991304348;1,83489169;W;W;W;W;3300;5,19;3,51851394;0,715167358
454;12;stroming;0,542265595;1;;8;0,2;-0,7;0,4;-0,5;346;0,995890235;2,642916531;0,994219653;1,873621163;W;W;W;W;8700;3,38;3,939519253;0,5289167
447;12;begraafplaats;0,600964821;1;;13;-0,1;-0,8;0,2;-0,2;319;0,995885937;2,642562545;0,993730408;1,866923829;W;W;W;W;7230;6,61;3,859138297;0,820201459
468;12;veroveren;0,621033757;1;;9;-0,6;-0,8;0,2;0,5;300;0,995873453;2,641536369;0,993333333;1,861549149;W;W;W;W;8200;8,19;3,913813852;0,913283902
446;12;overwaaien;0,644267268;1;;10;0,5;-0,7;0,1;-0,2;366;0,995683439;2,626250608;0,991803279;1,8413262;W;W;W;W;1460;0,23;3,164352856;-0,638272164
473;12;appelmoes;0,682278999;1;;9;0,7;-0,8;0,6;0,7;298;0,995955867;2,648362877;0,993288591;1,860946885;W;W;W;W;2500;0,59;3,397940009;-0,229147988
442;12;gloednieuw;0,768153624;1;;10;0,2;-0,8;0,3;-0,3;325;0,996076576;2,658589629;0,993846154;1,868500736;W;W;W;W;2480;2,38;3,394451681;0,376576957
464;12;agent;0,79121562;1;;5;0,3;-0,8;0,5;0,4;304;0,996043878;2,655791807;0,993421053;1,862731867;W;W;W;W;20800;186,58;4,318063335;2,270865089
456;12;dramatisch;0,845775432;1;;10;0,1;0,8;0;-0,4;353;0,995702823;2,627782122;0,991501416;1,83742412;W;W;W;W;7720;6,01;3,8876173;0,778874472
448;12;kunstvorm;0,913529546;1;;9;0,2;-0,6;0,5;-0,3;358;0,995751642;2,63166671;0,991620112;1,838955118;W;W;W;W;2630;0,69;3,419955748;-0,161150909
475;12;verzachten;0,975376576;1;;10;0,3;0,8;-0,8;0,3;311;0,99602702;2,654357477;0,993569132;1,864734349;W;W;W;W;3350;2,47;3,525044807;0,392696953
495;13;doorbrengen;0,022972266;1;;11;-0,3;0,7;-0,7;0,4;364;0,995474794;2,610143974;0,991758242;1,840742241;W;W;W;W;7070;15,6;3,849419414;1,193124598
491;13;afmeten;0,080583061;1;;7;0,6;0,5;0,2;-0,1;349;0,995609395;2,620456617;0,991404011;1,836170946;W;W;W;W;1420;0,09;3,152288344;-1,045757491
514;13;meevallen;0,103521197;1;;9;-0,2;-0,8;0,3;0,6;319;0,99562845;2,621939344;0,993730408;1,866923829;W;W;W;W;2080;2,63;3,318063335;0,419955748
485;13;mogelijk;0,153987984;1;;8;0,7;-0,7;0,4;-0,7;326;0,995204503;2,590236772;0,990797546;1,828432533;W;W;W;W;180000;174,6;5,255272505;2,242044239
500;13;sneeuw;0,184962806;1;;6;0,1;0,7;0,3;0,3;356;0,995156216;2,58678622;0,991573034;1,838347364;W;W;W;W;23400;24,31;4,369215857;1,385784959
510;13;pier;0,242226692;1;;4;0,3;0,5;0,3;0,9;329;0,995479202;2,610477321;0,990881459;1,829496735;W;W;W;W;6510;7,36;3,813580989;0,866877814
515;13;overhouden;0,285390581;1;;10;0,5;0,8;0,3;0;345;0,995270789;2,59502435;0,991304348;1,83489169;W;W;W;W;2400;0,73;3,380211242;-0,13667714
506;13;smal;0,346254133;1;;4;0,6;0,7;-0,8;-0,5;331;0,995325508;2,599021787;0,990936556;1,830196615;W;W;W;W;9170;2,08;3,962369336;0,318063335
493;13;opzwellen;0,380373487;1;;9;0,2;-0,6;0,5;0,5;344;0,99537798;2,602894466;0,99127907;1,834567705;W;W;W;W;810;0,43;2,908485019;-0,366531544
484;13;inktvis;0,453319906;1;;7;0,3;-0,7;-0,7;-0,4;320;0,995291419;2,596526584;0,990625;1,82625075;W;W;W;W;3380;2,08;3,5289167;0,318063335
511;13;weggeven;0,489259019;1;;8;-0,1;-0,7;0,3;-0,9;320;0,995369894;2,602295161;0,990625;1,82625075;W;W;W;W;1870;4,05;3,271841607;0,607455023
520;13;paardrijden;0,513051589;1;;11;0,9;0,5;-0,8;-0,3;332;0,995210667;2,59067951;0,987951807;1,793509041;W;W;W;W;3290;3,57;3,517195898;0,552668216
488;13;bevriezen;0,614629885;1;;9;0,6;-0,7;0,3;0,6;352;0,995574409;2,617749274;0,994318182;1,874980149;W;W;W;W;2350;4,25;3,371067862;0,62838893
513;13;bloedtransfusie;0,653015271;1;;15;0,7;0,7;-0,8;0,6;320;0,995245032;2,593156944;0,990625;1,82625075;W;W;W;W;1440;0,66;3,158362492;-0,180456064
489;13;bioscoop;0,688638;1;;8;-0,7;-0,6;0,4;-0,4;354;0,995624298;2,621615713;0,991525424;1,837733432;W;W;W;W;6350;10,68;3,802773725;1,028571253
492;13;aangeslagen;0,746038216;1;;11;0,6;0,6;0,1;-0,2;314;0,995171167;2,587851278;0,987261146;1,785354576;W;W;W;W;5080;1,33;3,705863712;0,123851641
490;13;mei;0,784786583;1;;3;0,3;0,6;0,1;0,2;314;0,995524957;2,613954871;0,987261146;1,785354576;W;W;W;W;120000;10,91;5,079181246;1,037824751
497;13;daglicht;0,844938668;1;;8;0,1;0,6;0,2;-0,6;363;0,995259785;2,594225409;0,991735537;1,840448086;W;W;W;W;9910;7,84;3,996073654;0,894316063
518;13;weerstaan;0,944895137;1;;9;0,6;0,9;0,1;-0,1;307;0,995246778;2,593283232;0,990228013;1,821263742;W;W;W;W;5560;9,63;3,745074792;0,983626287
498;13;gewijzigd;0,991176359;1;;9;-0,4;0;0;-0,5;328;0,995523171;2,613818535;0,993902439;1,869269237;W;W;W;W;14500;4,69;4,161368002;0,671172843
536;14;senior;0,014673575;1;;6;-0,7;-0,2;-0,6;-0,5;332;0,995009246;2,576469227;0,987951807;1,793509041;W;W;W;W;8150;3,04;3,911157609;0,482873584
560;14;muzikaal;0,103159914;1;;8;-0,9;0,7;-0,7;0,8;340;0,994953049;2,57259579;0,991176471;1,833254678;W;W;W;W;2940;2,33;3,46834733;0,367355921
530;14;bergruimte;0,146305225;1;;10;0,7;-0,8;0,1;0,6;332;0,994873666;2,567189084;0,990963855;1,830543725;W;W;W;W;819;0,53;2,913283902;-0,27572413
549;14;fietsband;0,27291007;1;;9;0,6;1;0,3;-0,2;333;0,995030214;2,57792446;0,990990991;1,830888969;W;W;W;W;890;;2,949390007;
533;14;hoogst;0,312997712;1;;6;-0,4;0,1;-0,5;0,2;358;0,995020871;2,577275353;0,988826816;1,804014395;W;W;W;W;15900;5,74;4,201397124;0,758911892
555;14;knoeien;0,366197193;1;;7;0,2;0,9;0,1;0,9;307;0,995110982;2,58358154;0,990228013;1,821263742;W;W;W;W;2260;2,26;3,354108439;0,354108439
524;14;inslapen;0,377562488;1;;8;0,8;0;-0,6;-0,6;364;0,994619478;2,550364173;0,986263736;1,773783907;W;W;W;W;2450;1,85;3,389166084;0,267171728
548;14;neerleggen;0,402707473;1;;10;0,1;0,9;0,2;0,5;343;0,995077763;2,581244839;0,991253644;1,834242025;W;W;W;W;5110;6,81;3,7084209;0,833147112
545;14;scooter;0,418641611;1;;7;0,6;0,8;0,3;-0,1;339;0,994792494;2,561737084;0,991150442;1,832922082;W;W;W;W;2480;4,89;3,394451681;0,689308859
531;14;platteland;0,457584664;1;;10;0,5;0,8;0,3;-0,8;357;0,994930434;2,571047835;0,988795518;1,803635192;W;W;W;W;18900;9,44;4,276461804;0,974971994
523;14;malaria;0,521627886;1;;7;-0,3;-0,8;0,2;-0,1;335;0,995015862;2,57692786;0,991044776;1,83157392;W;W;W;W;3390;1,83;3,530199698;0,26245109
538;14;machteloos;0,578809672;1;;10;-0,7;0,7;0,3;0,3;356;0,994842794;2,565106561;0,991573034;1,838347364;W;W;W;W;6740;5,08;3,828659897;0,705863712
559;14;bonus;0,677141912;1;;5;-1;0,8;-0,7;-0,7;329;0,994976301;2,574193758;0,987841945;1,792203939;W;W;W;W;2940;7,32;3,46834733;0,864511081
526;14;bekroning;0,685618613;1;;9;-0,3;0,7;0,2;0,1;342;0,994757908;2,559437023;0,99122807;1,833914636;W;W;W;W;4730;0,21;3,674861141;-0,677780705
540;14;vereiste;0,692322776;1;;8;-0,1;-0,7;0,4;-0,1;321;0,995069553;2,580669481;0,990654206;1,826619434;W;W;W;W;12100;1,69;4,08278537;0,227886705
550;14;schoolbel;0,748747008;1;;9;0,1;1;0,2;0,4;358;0,99475669;2,559356325;0,991620112;1,838955118;W;W;W;W;544;0,21;2,7355989;-0,677780705
554;14;baksteen;0,844989769;1;;8;0,7;0,9;-0,7;0;340;0,994826619;2,56401989;0,991176471;1,833254678;W;W;W;W;6110;1,9;3,78604121;0,278753601
558;14;hulp;0,849521531;1;;4;1;0,7;0,2;-0,5;329;0,994770465;2,560270545;0,990881459;1,829496735;W;W;W;W;61600;239,77;4,789580712;2,379794843
535;14;kapot;0,858125111;1;;5;-0,3;0,8;-0,7;0;366;0,995110191;2,583525687;0,989071038;1,806982375;W;W;W;W;12300;83,31;4,089905111;1,920697134
522;14;opera;0,971262152;1;;5;-0,3;-0,7;0,3;-0,7;359;0,994908971;2,569584413;0,988857939;1,804391744;W;W;W;W;18200;12,67;4,260071388;1,102776615
579;15;wereldwonder;0,014111844;1;;12;0,6;-0,8;0,2;0,7;309;0,994276583;2,528753663;0,990291262;1,822055256;W;W;W;W;2490;0,5;3,396199347;-0,301029996
561;15;allereerste;0,072052837;1;;11;0,2;0,1;-0,8;0,2;317;0,994045847;2,514849959;0,987381703;1,786769422;W;W;W;W;8160;3,38;3,911690159;0,5289167
573;15;nietszeggend;0,089456965;1;;12;-0,3;0,2;-0,4;-0,1;333;0,994480375;2,541453933;0,987987988;1,793939519;W;W;W;W;2170;0,5;3,336459734;-0,301029996
591;15;overwerkt;0,187398587;1;;9;-0,7;1;-0,6;0,5;354;0,994547565;2,545732568;0,988700565;1,802486311;W;W;W;W;1760;1,05;3,245512668;0,021189299
588;15;bevolkt;0,265537747;1;;7;-0,1;0;0,9;0,8;348;0,99388681;2,505542249;0,988505747;1,800136544;W;W;W;W;4710;0,59;3,673020907;-0,229147988
574;15;taal;0,2768167;1;;4;0,1;0,8;0,3;-0,7;347;0,994355383;2,53361608;0,991354467;1,835534629;W;W;W;W;119000;36,29;5,075546961;1,559786968
570;15;onderkaak;0,315650306;1;;9;0,4;0,1;-0,5;0,2;330;0,994114976;2,518964608;0,987878788;1,792641269;W;W;W;W;1500;0,32;3,176091259;-0,494850022
567;15;verdraagzaam;0,347536341;1;;12;0,6;0;-0,8;-0,2;329;0,993903856;2,506529508;0,987841945;1,792203939;W;W;W;W;1800;0,14;3,255272505;-0,853871964
569;15;paniekzaaier;0,427880228;1;;12;-0,8;0,8;-0,8;0;311;0,994509156;2,54328101;0,990353698;1,822837711;W;W;W;W;409;0,11;2,611723308;-0,958607315
564;15;wegvoeren;0,45224735;1;;9;-0,4;0;0,4;-0,3;340;0,99405758;2,51554531;0,985294118;1,762758814;W;W;W;W;1300;0,27;3,113943352;-0,568636236
571;15;afbijten;0,531410853;1;;8;0,2;-0,2;-0,6;0,4;330;0,994463505;2,540386886;0,987878788;1,792641269;W;W;W;W;1530;0,69;3,184691431;-0,161150909
575;15;vogelpoep;0,593251995;1;;9;-0,7;0,8;0,4;-0,6;337;0,994491788;2,542177427;0,991097923;1,832251585;W;W;W;W;732;0,25;2,864511081;-0,602059991
584;15;majoor;0,624907582;1;;6;-0,4;0;-0,4;0,9;321;0,994056411;2,515475953;0,987538941;1,788620138;W;W;W;W;9310;52,8;3,968949681;1,722633923
583;15;heterdaad;0,6746572;1;;9;0,5;0,1;-0,6;-0,9;345;0,994268292;2,528245501;0,988405797;1,79893486;W;W;W;W;2660;0,55;3,424881637;-0,259637311
568;15;hetzelfde;0,691454097;1;;9;0,8;0,7;0,3;0,3;350;0,99443834;2,538800616;0,988571429;1,800927641;W;W;W;W;107000;193,69;5,029383778;2,287107199
566;15;onafgebroken;0,747549735;1;;12;-0,4;0,4;-0,5;0,4;349;0,994295927;2,529941776;0,988538682;1,800533085;W;W;W;W;5840;0,69;3,766412847;-0,161150909
