nr;Band;spelling;randomisation;selection;Etymology;Word length;Verschil_Belgie_Nederland;Medium-Young;Medium-Old;Verschil_m_vr;n.obs;irt.prevalence;z.irt.prevalence;prevalence;z.prevalence;In_lijst1;In_lijst2;In-Lijst3;In_lijst4;Google_frequency;SUBTLEX_frequency;Log_Google_frequency;Log_SUBTLEX_frequency
580;15;zelfvoldaan;0,839156724;1;;11;-0,7;0,5;0;-0,6;303;0,994341229;2,532738262;0,99009901;1,819652894;W;W;W;W;1270;0,73;3,103803721;-0,13667714
587;15;terecht;0,915787915;1;;7;0,5;0,8;0,2;-0,9;347;0,994240007;2,526516832;0,988472622;1,799738004;W;W;W;W;60400;44,89;4,781036939;1,652149605
595;15;gala;0,971232658;1;;4;0,4;1;-0,4;0,4;350;0,994283541;2,529180633;0,988571429;1,800927641;W;W;W;W;2600;1,56;3,414973348;0,193124598
596;15;gemoedelijk;0,982470658;1;;11;-0,1;0,9;0,4;0;311;0,994276056;2,528721321;0,987138264;1,783916102;W;W;W;W;2960;0,16;3,471291711;-0,795880017
629;16;uitsluiting;0,048860111;1;;11;0,4;0,3;-0,5;-0,9;346;0,993521013;2,48492224;0,988439306;1,799337447;W;W;W;W;7940;0,57;3,899820502;-0,244125144
606;16;griezelen;0,114137374;1;;9;0,6;0,8;-0,8;0;329;0,993854881;2,503699466;0,987841945;1,792203939;W;W;W;W;3370;0,27;3,527629901;-0,568636236
640;16;krokus;0,144406356;1;;6;0,1;0,4;-0,5;-0,9;362;0,993149894;2,465029128;0,988950276;1,805512795;W;W;W;W;2010;0,05;3,303196057;-1,301029996
633;16;schuilhouden;0,19433194;1;;12;-0,7;0,9;0,3;-0,6;342;0,993182645;2,466745852;0,988304094;1,797714754;W;W;W;W;1460;1,1;3,164352856;0,041392685
616;16;illegaal;0,227905242;1;;8;-0,5;0,3;-0,4;0,5;360;0,9934533;2,481218707;0,988888889;1,804767251;W;W;W;W;5040;17,52;3,702430536;1,243534102
627;16;goddelijk;0,261493705;1;;9;-0,1;0,8;-0,8;0,7;332;0,993519785;2,484854765;0,987951807;1,793509041;W;W;W;W;4580;3,5;3,660865478;0,544068044
610;16;klinisch;0,316931729;1;;8;-0,8;0,5;-0,2;-0,8;341;0,993433295;2,480131081;0,988269795;1,797303884;W;W;W;W;3750;1,49;3,574031268;0,173186268
624;16;pieken;0,392599877;1;;6;-0,5;-0,8;0,2;-0,4;318;0,993222283;2,468833337;0,987421384;1,787235889;W;W;W;W;3390;1,19;3,530199698;0,075546961
611;16;reporter;0,45355228;1;;8;0,5;0,3;0,5;-0,5;341;0,993630138;2,490963402;0,985337243;1,763244642;W;W;W;W;2680;3,43;3,428134794;0,53529412
625;16;bovenop;0,546947731;1;;7;-0,4;0,4;-0,5;0,8;344;0,993789627;2,499959639;0,988372093;1,798530226;W;W;W;W;10300;21,15;4,012837225;1,325310372
628;16;materieel;0,593906193;1;;9;0,6;0,4;-0,6;-0,8;318;0,993456263;2,481380087;0,987421384;1,787235889;W;W;W;W;8750;1,53;3,942008053;0,184691431
603;16;kwaad;0,622322944;1;;5;0,6;0,8;0,4;-0,2;349;0,993481946;2,482781339;0,988538682;1,800533085;W;W;W;W;44600;157,83;4,649334859;2,198189557
639;16;vaarwel;0,654553919;1;;7;0,1;0,2;-0,4;1;339;0,993189862;2,467125131;0,98820059;1,796475794;W;W;W;W;5770;34,32;3,761175813;1,535547279
626;16;aandoenlijk;0,688409232;1;;11;0,8;0,6;0,6;0,7;350;0,993782566;2,499557022;0,985714286;1,767509992;W;W;W;W;4160;0,94;3,619093331;-0,026872146
622;16;handel;0,704078312;1;;6;0,5;0,8;0,2;0,3;364;0,993319205;2,473983439;0,989010989;1,806251135;W;W;W;W;57700;26,05;4,761175813;1,415807728
618;16;kei;0,728327465;1;;3;0,5;0,3;-0,6;-0,8;335;0,993490173;2,483231234;0,988059701;1,794793749;W;W;W;W;4220;3,64;3,625312451;0,561101384
635;16;verduidelijken;0,769994321;1;;14;0,4;0,9;0,2;-1;360;0,99348991;2,48321687;0,988888889;1,804767251;W;W;W;W;4020;0,96;3,604226053;-0,017728767
601;16;spelvorm;0,804080041;1;;8;0;-0,1;-0,3;-0,6;358;0,993245806;2,470077241;0,988826816;1,804014395;W;W;W;W;1120;;3,049218023;
637;16;doorprikken;0,84470367;1;;11;0,9;0,2;-0,4;0,2;333;0,993191014;2,467185704;0,987987988;1,793939519;W;W;W;W;1790;0,14;3,252853031;-0,853871964
607;16;ingetogen;0,964503749;1;;9;0,2;0,1;-0,6;-0,6;318;0,993550765;2,486560339;0,987421384;1,787235889;W;W;W;W;4290;0,57;3,632457292;-0,244125144
664;17;schouwburg;0,049583814;1;;10;-0,9;1;-0,8;0;316;0,992930903;2,453732951;0,987341772;1,786300396;W;W;W;W;8130;0,73;3,910090546;-0,13667714
658;17;zeeleeuw;0,206143434;1;;8;0,1;-0,8;0,7;0,2;359;0,99271085;2,442688835;0,988857939;1,804391744;W;W;W;W;1140;0,48;3,056904851;-0,318758763
662;17;douche;0,236973893;1;;6;0,9;0,4;-0,4;-1;337;0,992216721;2,418922475;0,985163205;1,761286576;W;W;W;W;9100;22,25;3,959041392;1,347330015
672;17;pauzeren;0,271816722;1;;8;0,5;0,9;1,3;-0,1;330;0,993125993;2,46378083;0,987878788;1,792641269;W;W;W;W;1590;3,93;3,201397124;0,59439255
660;17;staatsgrens;0,273786248;1;;11;0,2;0,3;-0,4;0,9;351;0,993103932;2,462632094;0,985754986;1,767972345;W;W;W;W;547;0,87;2,737987326;-0,060480747
650;17;handhaven;0,3168829;1;;9;-0,1;0,5;-0,3;-0,1;307;0,993061298;2,460421211;0,986970684;1,781960335;W;W;W;W;15300;4,41;4,184691431;0,644438589
655;17;betasten;0,356708161;1;;8;-0,4;0,6;0,9;0,3;327;0,9926935;2,441830631;0,987767584;1,791322296;W;W;W;W;1980;1,19;3,29666519;0,075546961
657;17;index;0,445988558;1;;5;-0,2;0,7;0,2;0;339;0,99300024;2,457275691;0,98820059;1,796475794;W;W;W;W;39400;0,39;4,595496222;-0,408935393
675;17;triest;0,524230978;1;;6;0,2;1,1;-0,4;-0,5;360;0,992401327;2,427641749;0,986111111;1,772034148;W;W;W;W;5520;17,52;3,741939078;1,243534102
647;17;levensduur;0,563304977;1;;10;0,7;0,9;0,2;0,7;289;0,992258733;2,420890655;0,982698962;1,734259938;W;W;W;W;3030;0,62;3,481442629;-0,207608311
665;17;continentaal;0,587657124;1;;12;-1;-0,3;-0,8;0,6;314;0,993120046;2,463470842;0,984076433;1,749209705;W;W;W;W;2200;0,18;3,342422681;-0,744727495
666;17;baviaan;0,613694476;1;;7;1;0,3;-0,6;0,9;323;0,992506682;2,432701865;0,987616099;1,789530551;W;W;W;W;1520;1,74;3,181843588;0,240549248
661;17;overtrekken;0,639295855;1;;11;0,5;0,1;-0,5;0,7;351;0,992483337;2,431575218;0,985754986;1,767972345;W;W;W;W;1470;0,09;3,167317335;-1,045757491
674;17;draad;0,685577304;1;;5;0,4;1;1,1;0,2;353;0,993037095;2,45917145;0,988668555;1,802099547;W;W;W;W;14200;13,31;4,152288344;1,124178055
656;17;aandurven;0,694328978;1;;9;-0,1;-0,1;-0,6;-0,5;358;0,992495126;2,432143781;0,988826816;1,804014395;W;W;W;W;2210;0,18;3,344392274;-0,744727495
680;17;oceaan;0,785185161;1;;6;1,1;-0,2;-0,7;-0,5;288;0,99241666;2,428374343;0,986111111;1,772034148;W;W;W;W;12900;19,6;4,11058971;1,292256071
648;17;optie;0,828691496;1;;5;0,5;0,4;-0,5;0,4;349;0,992629499;2,438680312;0,988538682;1,800533085;W;W;W;W;11500;11,21;4,06069784;1,049605613
646;17;onbevestigd;0,878088076;1;;11;-0,3;0,4;0,5;0,1;352;0,992763936;2,445325938;0,985795455;1,768432446;W;W;W;W;160;0,11;2,204119983;-0,958607315
679;17;biljart;0,920351459;1;;7;-0,4;-1,3;0,8;-0,8;336;0,992873644;2,450830339;0,988095238;1,795217536;W;W;W;W;1850;1,44;3,267171728;0,158362492
669;17;disco;0,961279664;1;;5;0,1;0,8;1,3;0,1;339;0,992751253;2,444694354;0,98820059;1,796475794;W;W;W;W;2610;3,98;3,416640507;0,599883072
717;18;uitwijken;0,008998709;1;;9;1,4;0,2;-0,4;-0,2;319;0,991297887;2,378055068;0,987460815;1,787699816;W;W;W;W;2300;0,87;3,361727836;-0,060480747
684;18;boter;0,126340218;1;;5;0,7;0,8;0,3;-0,9;317;0,992191919;2,417764922;0,987381703;1,786769422;W;W;W;W;11000;10,52;4,041392685;1,02201574
698;18;luisterspel;0,200104534;1;;11;0,3;-0,7;-1,1;-0,1;374;0,99176695;2,398417173;0,986631016;1,77801696;W;W;W;W;2420;;3,383815366;
715;18;taille;0,261292585;1;;6;-0,5;1,5;-1,2;1,4;344;0,991575292;2,389977259;0,98255814;1,732753253;W;W;W;W;5290;0,91;3,723455672;-0,040958608
707;18;trakteren;0,295668014;1;;9;-0,4;-0,7;-1,2;-0,9;345;0,992147182;2,415685113;0,985507246;1,765163852;W;W;W;W;2400;3,84;3,380211242;0,584331224
716;18;coma;0,34029145;1;;4;-1,5;-0,8;0,3;0,3;310;0,992194965;2,417906891;0,987096774;1,783431256;W;W;W;W;3790;14,09;3,57863921;1,148910993
697;18;draaibaar;0,35358299;1;;9;-0,2;1;1,1;0,9;345;0,992004845;2,409136656;0,985507246;1,765163852;W;W;W;W;916;;2,961895474;
718;18;tevergeefs;0,360672144;1;;10;1,3;-0,6;-1,1;-0,1;346;0,991895193;2,404161434;0,985549133;1,765637721;W;W;W;W;10500;3,54;4,021189299;0,549003262
712;18;kauwgom;0,452927545;1;;7;0,3;1,5;-0,6;-0,8;346;0,991485126;2,386064834;0,98265896;1,733831545;W;W;W;W;2460;5,85;3,390935107;0,767155866
714;18;voortijdig;0,464011256;1;;10;-0,4;1,3;0,2;-1,4;296;0,992125949;2,414701693;0,986486486;1,776347396;W;W;W;W;4770;1,26;3,678518379;0,100370545
686;18;perforator;0,514256426;1;;10;0,5;-0,2;-1;-0,3;328;0,991592052;2,39070854;0,984756098;1,756732503;W;W;W;W;654;;2,815577748;
709;18;bemiddelaar;0,591603463;1;;11;0,9;1;-1,2;0,6;362;0,991371696;2,381194261;0,983425414;1,742095627;W;W;W;W;3570;1,12;3,552668216;0,049218023
710;18;psychiatrisch;0,638298601;1;;13;0,6;-0,2;-1,4;1,1;330;0,991834903;2,401451023;0,984848485;1,757762792;W;W;W;W;3220;2,15;3,507855872;0,33243846
683;18;stilstaan;0,647164571;1;;9;0,4;0;-0,5;-0,7;342;0,991784486;2,399197994;0,985380117;1,763728041;W;W;W;W;6910;5,24;3,839478047;0,719331287
690;18;achttien;0,659504279;1;;8;-1,1;0,1;-0,5;0;307;0,991898614;2,404315733;0,986970684;1,781960335;W;W;W;W;13900;10,73;4,1430148;1,030599722
705;18;rugslag;0,699441791;1;;7;-0,4;-0,8;1,3;-0,5;292;0,992125414;2,414676946;0,982876712;1,736167361;W;W;W;W;224;0,18;2,350248018;-0,744727495
719;18;afscheiden;0,733262702;1;;10;1,5;-0,2;-1,2;-0,4;366;0,991427418;2,383579869;0,986338798;1,77464644;W;W;W;W;1570;0,59;3,195899652;-0,229147988
708;18;miauwen;0,807864595;1;;7;-0,4;1;1,5;-0,3;346;0,991461837;2,385060229;0,985549133;1,765637721;W;W;W;W;645;0,14;2,809559715;-0,853871964
689;18;opdagen;0,893396099;1;;7;-0,7;0,1;0,5;-0,2;335;0,991793515;2,399600585;0,985074627;1,760292596;W;W;W;W;6280;15,92;3,797959644;1,201943063
720;18;opstopping;0,925537461;1;;10;-1,5;1,1;1,5;0,1;305;0,991331242;2,379470803;0,986885246;1,780965832;W;W;W;W;503;0,27;2,701567985;-0,568636236
729;19;verprutsen;0,008780671;1;;10;-0,1;0,4;-0,6;1,1;331;0,990121253;2,330921599;0,98489426;1,758273959;W;W;W;W;595;1,35;2,774516966;0,130333768
752;19;ondervoed;0,09694394;1;;9;0,6;1,5;-0,1;0,9;352;0,990138573;2,331578916;0,982954545;1,737004573;W;W;W;W;1530;0,48;3,184691431;-0,318758763
750;19;drijfnat;0,138453442;1;;8;-0,5;0,8;1,3;-1,5;357;0,991128552;2,370940315;0,983193277;1,739580117;W;W;W;W;1300;1,49;3,113943352;0,173186268
760;19;verdrinking;0,17884557;1;;11;1,6;-0,3;-1,2;-0,4;352;0,991083854;2,36908217;0,982954545;1,737004573;W;W;W;W;3360;1,26;3,526339277;0,100370545
740;19;surrealisme;0,227250268;1;;11;-1,4;1,7;0,2;-1,1;329;0,990120265;2,330884119;0,981762918;1,724317976;W;W;W;W;2930;0,11;3,46686762;-0,958607315
754;19;perfectioneren;0,238492536;1;;14;1,3;-0,3;0,8;0,8;375;0,990682923;2,352770046;0,981333333;1,719811747;W;W;W;W;1710;0,98;3,23299611;-0,008773924
722;19;spray;0,253475649;1;;5;-0,5;0,8;-0,3;-0,9;330;0,991009184;2,365996143;0,984848485;1,757762792;W;W;W;W;1330;1,33;3,123851641;0,123851641
753;19;pluizig;0,340267503;1;;7;1,2;-1,3;1,5;-0,2;339;0,990927707;2,362654299;0,985250737;1,76227054;W;W;W;W;1630;0,5;3,212187604;-0,301029996
734;19;regisseur;0,391025708;1;;9;0,1;0;0,8;0,8;325;0,990755291;2,355668315;0,981538462;1,721959126;W;W;W;W;7550;13,13;3,877946952;1,118264726
735;19;nachtelijk;0,403967177;1;;10;-0,2;-1;-0,7;0,5;337;0,990272736;2,336705019;0,982195846;1,728894977;W;W;W;W;4150;0,59;3,618048097;-0,229147988
739;19;waarin;0,467097454;1;;6;0,1;-0,5;-0,1;-0,7;332;0,990628864;2,350617846;0,981927711;1,72605594;W;W;W;W;185000;45,76;5,267171728;1,660486016
727;19;passer;0,520401555;1;;6;-0,6;0,9;-0,7;0,5;354;0,990721301;2,354304584;0,980225989;1,7083543;W;W;W;W;9980;0,11;3,999130541;-0,958607315
732;19;strekkend;0,571796711;1;;9;-1;0,8;0,9;-0,3;329;0,990026039;2,327325994;0,981762918;1,724317976;W;W;W;W;701;;2,845718018;
744;19;berglucht;0,620051151;1;;9;0;0;-0,5;-1,4;326;0,990581904;2,348757062;0,984662577;1,755691469;W;W;W;W;495;0,37;2,694605199;-0,431798276
749;19;vuistslag;0,647541887;1;;9;-0,5;-0,2;-1,4;-1;333;0,990649881;2,351453265;0,984984985;1,759288443;W;W;W;W;2190;0,25;3,340444115;-0,602059991
733;19;dubbele;0,658843935;1;;7;0,7;0,6;0,6;0,2;336;0,990014367;2,326887274;0,985119048;1,760790847;W;W;W;W;27300;27,33;4,436162647;1,436639632
724;19;uithollen;0,82727625;1;;9;-0,9;0,9;0,1;0;340;0,990410711;2,342041596;0,982352941;1,730564815;W;W;W;W;904;0,14;2,95616843;-0,853871964
721;19;oogmasker;0,846131957;1;;9;0,6;-0,3;-0,3;-1,1;352;0,991083952;2,369086202;0,982954545;1,737004573;W;W;W;W;284;;2,45331834;
747;19;uitrukken;0,856210614;1;;9;0,2;0,3;-1,4;0,1;333;0,990876954;2,360585902;0,984984985;1,759288443;W;W;W;W;947;1,03;2,976349979;0,012837225
741;19;verloten;0,876019595;1;;8;-1,1;0,9;0,5;-1,2;324;0,990064634;2,328779854;0,981481481;1,721361835;W;W;W;W;1510;0,09;3,178976947;-1,045757491
762;20;manicure;0,01632203;1;;8;1,2;-0,3;-0,1;-0,2;337;0,989376308;2,303559502;0,982195846;1,728894977;W;W;W;W;1040;1,88;3,017033339;0,274157849
784;20;noordelijk;0,057746283;1;;10;0,7;-1,2;-1,6;0;343;0,989753186;2,317185522;0,982507289;1,732210155;W;W;W;W;7300;2,22;3,86332286;0,346352974
779;20;wegscheren;0,07220067;1;;10;-0,8;-0,4;-0,2;0,1;347;0,989832142;2,320095422;0,979827089;1,704281389;W;W;W;W;104;;2,017033339;
766;20;links;0,097806766;1;;5;0,7;-0,1;1;0,2;339;0,988819253;2,284170808;0,982300885;1,730010952;W;W;W;W;62600;68,56;4,796574333;1,836070809
774;20;golfspel;0,160580832;1;;8;-0,3;-0,7;-0,3;0,6;332;0,988877969;2,286174341;0,981927711;1,72605594;W;W;W;W;265;0,05;2,423245874;-1,301029996
795;20;friemelen;0,196559164;1;;9;-1,4;0,9;-1,5;0,5;329;0,988989588;2,290008506;0,981762918;1,724317976;W;W;W;W;1020;0,43;3,008600172;-0,366531544
775;20;naroepen;0,227542959;1;;8;0,5;0,7;-1;0,1;352;0,988682222;2,27953038;0,982954545;1,737004573;W;W;W;W;275;;2,439332694;
794;20;satelliet;0,287899486;1;;9;-1,3;-0,4;0,1;1,5;330;0,989154731;2,295743736;0,981818182;1,724900228;W;W;W;W;2310;11,27;3,36361198;1,051923916
761;20;omkieperen;0,336853304;1;;10;0,3;-0,7;-0,9;0,4;338;0,989632361;2,312770193;0,982248521;1,729454346;W;W;W;W;113;;2,053078443;
772;20;ravijn;0,398107164;1;;6;-1;0,8;-0,2;0,8;350;0,988720275;2,28081409;0,98;1,706043397;W;W;W;W;4130;4,09;3,615950052;0,611723308
763;20;verfrommelen;0,427581584;1;;12;-0,8;-0,3;-0,1;0;320;0,989823981;2,319793721;0,98125;1,718941635;W;W;W;W;223;0,11;2,348304863;-0,958607315
764;20;redenering;0,45914606;1;;10;0;1,2;-0,2;0,9;308;0,989530303;2,309075467;0,977272727;1,678847245;W;W;W;W;8490;0,78;3,92890769;-0,107905397
765;20;afhangen;0,499697606;1;;8;0,1;0,2;0;0,4;346;0,988714971;2,280634942;0,979768786;1,703688454;W;W;W;W;3970;1,65;3,598790507;0,217483944
790;20;inhuldigen;0,595547388;1;;10;1,2;1,6;-0,6;0,6;346;0,989435874;2,305684792;0,98265896;1,733831545;W;W;W;W;250;;2,397940009;
770;20;mengbak;0,624749887;1;;7;-0,4;0,5;-0,5;0,1;357;0,989404438;2,304561878;0,980392157;1,710059332;W;W;W;W;4;;0,602059991;
793;20;wegglijden;0,649518485;1;;10;1,7;0;-0,7;0,1;320;0,989219928;2,298028901;0,98125;1,718941635;W;W;W;W;1620;0,27;3,209515015;-0,568636236
773;20;oogvocht;0,6759229;1;;8;1,1;1;-0,9;0,9;345;0,989660297;2,31378705;0,982608696;1,73329371;W;W;W;W;82;;1,913813852;
783;20;herleiden;0,719389584;1;;9;1;-0,4;-1,4;-0,8;302;0,988860682;2,28558351;0,98013245;1,707396694;W;W;W;W;3680;0,57;3,565847819;-0,244125144
777;20;parfum;0,819562456;1;;6;0,9;0;-0,5;0,1;347;0,989886722;2,322118508;0,982708934;1,734366777;W;W;W;W;4580;10,89;3,660865478;1,03702788
771;20;binnenste;0,974131733;1;;9;0,9;-0,1;-0,6;-0,3;328;0,989760711;2,317462005;0,984756098;1,756732503;W;W;W;W;6940;4;3,84135947;0,602059991
839;21;besef;0,025604598;1;;5;1,9;1,8;1,2;-0,4;330;0,987084067;2,228730142;0,975757576;1,66425938;W;W;W;W;26100;23,69;4,416640507;1,374565061
818;21;fotokopie;0,076316203;1;;9;-0,8;0,4;-0,7;-0,8;331;0,987612615;2,244896616;0,975830816;1,664956423;W;W;W;W;2940;0,3;3,46834733;-0,522878745
829;21;consequent;0,0996561;1;;10;-0,4;1,5;-0,2;-0,4;337;0,987331621;2,236229246;0,976261128;1,669068235;W;W;W;W;8950;0,69;3,951823035;-0,161150909
827;21;ongeliefd;0,137104131;1;;9;0,7;-1,6;-0,6;-0,1;316;0,988088396;2,259968457;0,981012658;1,716470573;W;W;W;W;372;0,18;2,57054294;-0,744727495
816;21;uitmoorden;0,143948847;1;;10;0;-0,9;0,5;0,4;319;0,986960731;2,22504022;0,978056426;1,68653505;W;W;W;W;1240;0,66;3,093421685;-0,180456064
830;21;getik;0,213481672;1;;5;-1,1;-1,5;1,2;-0,9;326;0,987946186;2,255409633;0,981595092;1,722553362;W;W;W;W;2120;0,37;3,326335861;-0,431798276
804;21;everzwijn;0,368667066;1;;9;1,1;-0,1;1,2;0;330;0,987653657;2,246176783;0,975757576;1,66425938;W;W;W;W;2450;1,12;3,389166084;0,049218023
832;21;sturing;0,394043597;1;;7;0,5;1,5;0,8;1,7;334;0,98691112;2,223564475;0,976047904;1,667027272;W;W;W;W;3810;0,11;3,580924976;-0,958607315
805;21;suggereren;0,431864137;1;;10;-1,1;-0,7;-0,3;1,4;332;0,987934633;2,255041343;0,978915663;1,695080025;W;W;W;W;7410;1,76;3,869818208;0,245512668
820;21;zitbank;0,489401062;1;;7;1,1;0,4;-0,8;0,5;386;0,98852034;2,274110894;0,979274611;1,69868666;W;W;W;W;745;0,05;2,872156273;-1,301029996
824;21;rabarber;0,51758723;1;;8;-1;0,2;-1,6;0;310;0,98772729;2,248482811;0,980645161;1,712664968;W;W;W;W;1690;0,27;3,227886705;-0,568636236
831;21;naad;0,581838893;1;;4;-1,3;1,6;-0,3;-1;354;0,98829578;2,266701949;0,980225989;1,7083543;W;W;W;W;2070;1,78;3,315970345;0,250420002
808;21;slimmerd;0,618282196;1;;8;0,5;0,5;-0,9;0,6;346;0,988039341;2,258390609;0,976878613;1,675018327;W;W;W;W;332;1,44;2,521138084;0,158362492
811;21;kantlijn;0,623339694;1;;8;1,4;-0,7;-0,3;0,5;311;0,987987226;2,256720439;0,980707395;1,713307689;W;W;W;W;3100;0,3;3,491361694;-0,522878745
801;21;evenveel;0,681756561;1;;8;-0,8;0,3;0,4;1,2;337;0,98858472;2,276258218;0,982195846;1,728894977;W;W;W;W;11500;6,86;4,06069784;0,836324116
836;21;wantrouwig;0,708809294;1;;10;1,5;-0,1;1,2;0;337;0,98786012;2,252673235;0,976261128;1,669068235;W;W;W;W;2940;1,21;3,46834733;0,08278537
821;21;overig;0,776801298;1;;6;0,1;-0,4;1;-1,8;347;0,987810832;2,251113714;0,976945245;1,675663952;W;W;W;W;7000;0,11;3,84509804;-0,958607315
825;21;eigenares;0,780998502;1;;9;0,4;0,1;-1,8;1,9;350;0,987334274;2,236310313;0,977142857;1,677582807;W;W;W;W;3170;0,8;3,501059262;-0,096910013
838;21;achterhaald;0,880897227;1;;11;1,9;1,6;-1,1;0,6;364;0,988548867;2,275061089;0,975274725;1,659684089;W;W;W;W;6150;1,97;3,788875116;0,294466226
833;21;onverwachts;0,975173802;1;;11;-1;-1,7;-1,5;-1;349;0,988136633;2,261525525;0,977077364;1,67694617;W;W;W;W;5260;3,52;3,720985744;0,546542663
880;22;hooggespannen;0,010972704;1;;13;-1,3;2;-2;-0,7;347;0,986412198;2,208986163;0,976945245;1,675663952;W;W;W;W;2580;0,07;3,411619706;-1,15490196
857;22;inscannen;0,053797381;1;;9;0,2;0,7;-0,3;-1,3;325;0,986569178;2,213522489;0,978461538;1,690548452;W;W;W;W;710;0,02;2,851258349;-1,698970004
854;22;beweeglijk;0,077487453;1;;10;-0,9;-0,2;-0,1;-0,2;346;0,986499924;2,211515626;0,979768786;1,703688454;W;W;W;W;2250;0,39;3,352182518;-0,408935393
861;22;houtvuur;0,162411302;1;;8;0,9;0,1;-1,8;0,6;345;0,986272692;2,204992573;0,976811594;1,674369664;W;W;W;W;1170;0,09;3,068185862;-1,045757491
858;22;reukloos;0,169252737;1;;8;-1,2;-0,2;-1,4;0,9;386;0,985888548;2,194173985;0,974093264;1,648633224;W;W;W;W;407;0,14;2,609594409;-0,853871964
865;22;gekneusd;0,217490623;1;;8;0,1;1,8;1,2;-0,5;316;0,986142058;2,201284573;0,977848101;1,684481729;W;W;W;W;1920;0,96;3,283301229;-0,017728767
852;22;wederzien;0,331352082;1;;9;0,8;1;-0,4;-0,4;360;0,986756891;2,219007458;0,977777778;1,683790198;W;W;W;W;1070;;3,029383778;
841;22;spelmaker;0,419519249;1;;9;-0,2;-0,5;0,9;0,2;330;0,986250663;2,204365166;0,975757576;1,66425938;W;W;W;W;129;;2,11058971;
842;22;koffiekoek;0,435929869;1;;10;1,4;-0,7;0,3;-0,9;348;0,986743547;2,218615338;0,974137931;1,649047367;W;W;W;W;110;0,16;2,041392685;-0,795880017
849;22;eindstuk;0,491812217;1;;8;-0,3;0,5;-0,6;-0,8;312;0,985851299;2,193138506;0,977564103;1,681693933;W;W;W;W;251;0,07;2,399673721;-1,15490196
856;22;mensachtig;0,510246212;1;;10;-0,8;0,2;1,6;-0,6;290;0,985745912;2,190221511;0,975862069;1,665254114;W;W;W;W;389;0,27;2,589949601;-0,568636236
878;22;ontsnapping;0,522449498;1;;11;2;2;0,4;-0,2;339;0,986194735;2,202776154;0,979351032;1,69945738;W;W;W;W;5600;8,05;3,748188027;0,90579588
870;22;binnenlaten;0,574834156;1;;11;1,7;0,6;-1;1,2;351;0,986494125;2,21134796;0,977207977;1,678216492;W;W;W;W;1560;4,76;3,193124598;0,677606953
867;22;onbeweeglijk;0,606779216;1;;12;1;1,7;-0,1;-1,5;298;0,986612649;2,214786808;0,979865772;1,704675115;W;W;W;W;3630;0,39;3,559906625;-0,408935393
847;22;stembrief;0,663923257;1;;9;1,6;-0,1;-1,1;0,4;355;0,985383471;2,180329324;0,974647887;1,653795778;W;W;W;W;58;;1,763427994;
859;22;zomerzon;0,77080047;1;;8;-1,3;1,1;-1;-1,1;332;0,986676569;2,216652284;0,978915663;1,695080025;W;W;W;W;3770;0,14;3,57634135;-0,853871964
862;22;basisteam;0,801782847;1;;9;1,1;0,7;-1,6;-1,1;334;0,985364076;2,179805973;0,973053892;1,639075173;W;W;W;W;148;;2,170261715;
872;22;meerekenen;0,873475056;1;;10;-0,5;0,6;-1,2;-0,8;345;0,986378005;2,208004075;0,976811594;1,674369664;W;W;W;W;621;0,11;2,7930916;-0,958607315
868;22;brulaap;0,926695408;1;;7;-0,2;0,6;-1,9;1,7;317;0,98583933;2,19280628;0,977917981;1,685169696;W;W;W;W;5140;0,07;3,710963119;-1,15490196
844;22;gestoei;0,942715069;1;;7;1,3;1,1;-0,8;0,4;357;0,986371753;2,207824713;0,977591036;1,681957761;W;W;W;W;524;;2,719331287;
911;23;tekeer;0,009488574;1;;6;-1,4;1,9;1,3;-1,8;337;0,9840549;2,145784187;0,976261128;1,669068235;W;W;W;W;4370;8,16;3,640481437;0,911690159
896;23;attribuut;0,053159485;1;;9;-0,4;-0,7;1;0;307;0,983433799;2,130475197;0,973941368;1,647226978;W;W;W;W;2390;0,07;3,378397901;-1,15490196
887;23;atleet;0,152684148;1;;6;-0,2;1,3;1,3;0;337;0,983830383;2,14019223;0,973293769;1,641267787;W;W;W;W;1790;2,58;3,252853031;0,411619706
905;23;baksel;0,176262754;1;;6;-1,8;0,9;-1,8;-1,6;326;0,983993541;2,144249286;0,972392638;1,633071367;W;W;W;W;838;0,02;2,923244019;-1,698970004
892;23;degraderen;0,193623383;1;;10;-0,4;1,3;0,6;-0,6;351;0,98448982;2,156811444;0,974358974;1,651101022;W;W;W;W;1010;0,21;3,004321374;-0,677780705
889;23;terugvliegen;0,245652183;1;;12;0;1,3;-0,6;-0,4;327;0,984673742;2,161554711;0,972477064;1,633834634;W;W;W;W;334;0,5;2,523746467;-0,301029996
886;23;gewelddadig;0,27033585;1;;11;-0,5;-1,4;0;-0,8;330;0,983104868;2,122565676;0,972727273;1,636102286;W;W;W;W;4300;9,24;3,633468456;0,965671971
895;23;uiensaus;0,328283495;1;;8;-0,3;1,1;-1,1;0,3;357;0,98318293;2,124430753;0,971988796;1,629433469;W;W;W;W;128;;2,10720997;
902;23;verven;0,386052638;1;;6;1,7;0,1;-0,4;-2;344;0,984507481;2,157264813;0,973837209;1,646264561;W;W;W;W;3330;4,44;3,522444234;0,64738297
920;23;cabine;0,412025855;1;;6;-2,2;0,3;-0,6;0,2;344;0,98316376;2,123972053;0,970930233;1,619998691;W;W;W;W;2900;4,28;3,462397998;0,631443769
