GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
collection_pro,ru.job4j.iterator,EvenIterator,0,99,0,12,0,14,0,9,0,3
collection_pro,ru.job4j.iterator,MatrixIterator,0,78,0,8,0,13,0,7,0,3
